like1,parLUE_max,parVPD_max,parVPD_min,parT_max,parT_min,chain
-1.611,2.346,4650.0,1052.0,31.11,-5.594,0.0
-1.739,1.948,5480.0,628.5,26.42,-2.54,1.0
-2.281,1.007,5172.0,917.5,25.5,-7.53,2.0
-2.047,1.112,4980.0,1392.0,22.08,-2.639,3.0
-1.617,2.06,5612.0,713.0,11.1,-3.342,4.0
-1.723,1.434,5332.0,719.5,14.93,-2.496,0.0
-2.025,1.408,3832.0,394.5,13.016,-8.09,1.0
-1.601,1.994,5204.0,1429.0,29.36,-7.05,2.0
-1.771,2.234,4790.0,1452.0,38.12,-4.754,3.0
-2.545,2.86,4604.0,1057.0,3.232,-0.000298,4.0
-1.89,2.08,3842.0,1232.0,2.904,-1.605,0.0
-1.505,2.182,4484.0,760.0,14.484,-4.273,1.0
-1.54,2.7,4996.0,916.0,35.66,-9.26,2.0
-2.033,1.018,5824.0,927.0,17.36,-3.373,3.0
-1.925,1.349,3938.0,868.5,11.79,-0.4663,4.0
-1.495,1.847,4210.0,1374.0,18.9,-8.38,0.0
-1.885,2.092,5116.0,975.5,4.2,-8.55,1.0
-1.582,2.37,5816.0,835.5,30.5,-4.027,2.0
-2.23,1.24,3272.0,970.5,19.58,-1.611,3.0
-1.851,2.047,3354.0,604.0,10.24,-9.836,4.0
-2.514,2.91,5704.0,400.8,0.6914,-2.553,0.0
-1.646,2.361,3488.0,686.0,20.67,-9.3,1.0
-2.016,1.158,4604.0,686.5,12.39,-2.71,2.0
-1.908,1.813,4132.0,1321.0,28.42,-0.5093,3.0
-2.041,2.707,3796.0,586.0,37.22,-0.8203,4.0
-1.67,2.383,3876.0,505.8,9.484,-1.551,0.0
-2.42,1.074,4256.0,402.2,25.92,-8.15,1.0
-1.889,1.577,5036.0,571.0,22.64,-1.437,2.0
-2.01,1.101,4456.0,1008.5,3.916,-8.53,3.0
-1.764,2.379,3260.0,499.8,13.1,-0.2197,4.0
-1.928,1.3545,5964.0,1224.0,25.39,-4.285,0.0
-2.152,1.1455,3912.0,590.0,8.875,-1.593,1.0
-1.636,2.605,3506.0,1397.0,33.25,-9.445,2.0
-1.721,2.87,5110.0,984.0,19.25,-4.18,3.0
-1.444,2.232,4984.0,1492.0,24.58,-2.342,4.0
-2.486,1.276,3360.0,693.5,31.34,-9.164,0.0
-1.78,2.512,3572.0,728.0,8.45,-1.22,1.0
-2.027,1.107,4560.0,839.0,3.541,-3.39,2.0
-1.952,2.33,3730.0,356.0,27.38,-1.836,3.0
-1.821,1.507,4048.0,901.0,19.5,-6.547,4.0
-2.004,1.005,5180.0,1147.0,9.38,-3.166,0.0
-1.5625,2.62,5784.0,956.5,32.0,-1.485,1.0
-1.928,2.879,3518.0,658.5,9.68,-7.707,2.0
-3.055,2.861,5810.0,1370.0,3.537,-3.873,3.0
-1.961,2.143,5668.0,957.0,2.441,-2.361,4.0
-2.34,1.894,3086.0,767.0,33.78,-5.797,0.0
-2.12,2.11,4074.0,531.0,34.03,-2.252,1.0
-1.7705,1.628,4190.0,992.5,3.672,-0.2505,2.0
-1.997,2.572,3212.0,485.5,30.08,-7.996,3.0
-1.989,2.125,3012.0,875.0,24.1,-7.266,4.0
-2.379,2.518,5104.0,1420.0,6.84,-4.605,0.0
-1.607,1.821,5090.0,1008.5,21.77,-0.02144,1.0
-1.798,1.562,4056.0,919.5,6.266,-4.66,2.0
-1.782,1.683,4110.0,819.5,5.12,-5.598,3.0
-1.625,2.232,3666.0,538.0,18.53,-7.03,4.0
-1.8125,2.008,3702.0,1360.0,27.69,-1.373,0.0
-1.761,1.366,5816.0,1402.0,0.307,-0.8105,1.0
-1.854,2.105,4770.0,1467.0,9.49,-7.54,2.0
-2.627,1.043,3526.0,610.5,29.98,-4.516,3.0
-1.451,2.111,5864.0,808.5,19.22,-5.844,4.0
-2.13,1.302,5880.0,643.0,27.42,-5.188,0.0
-2.047,1.304,3892.0,614.5,15.516,-2.19,1.0
-2.201,1.263,4990.0,971.5,28.77,-4.797,2.0
-2.176,1.383,4730.0,1285.0,33.22,-5.477,3.0
-1.748,1.918,5580.0,1124.0,7.617,-5.816,4.0
-1.492,2.81,4860.0,795.5,32.4,-7.363,0.0
-1.869,2.082,3600.0,676.0,2.002,-1.3,1.0
-1.901,2.295,4038.0,832.5,3.92,-7.11,2.0
-1.723,2.293,5588.0,648.0,36.06,-9.03,3.0
-2.416,1.123,4810.0,1032.0,30.27,-0.827,4.0
-1.457,2.814,4024.0,400.2,20.31,-6.41,0.0
-1.486,2.312,5724.0,930.5,25.97,-2.91,1.0
-1.775,1.515,5500.0,1249.0,25.83,-9.445,2.0
-1.986,1.962,5092.0,539.5,33.53,-4.184,3.0
-1.546,1.8,4972.0,1442.0,23.94,-8.74,4.0
-2.023,1.807,3154.0,1114.0,0.461,-7.31,0.0
-1.526,2.05,4052.0,1272.0,22.42,-2.781,1.0
-2.346,1.302,4410.0,987.5,30.9,-1.231,2.0
-1.952,1.701,5524.0,773.5,29.86,-3.729,3.0
-1.808,2.713,4664.0,1107.0,14.85,-2.154,4.0
-2.127,1.28,5480.0,1082.0,25.98,-0.3518,0.0
-1.624,2.684,3990.0,500.8,11.79,-1.037,1.0
-2.174,1.723,5844.0,793.0,36.44,-1.101,2.0
-2.008,1.508,5510.0,1283.0,31.78,-5.29,3.0
-1.834,2.105,3984.0,663.0,2.494,-6.664,4.0
-1.941,1.535,3298.0,1009.5,10.375,-6.387,0.0
-1.661,1.769,4428.0,769.5,10.22,-5.78,1.0
-1.911,1.108,5452.0,1336.0,19.72,-8.34,2.0
-2.236,2.734,4484.0,946.5,5.766,-3.145,3.0
-1.734,2.406,4610.0,378.5,7.34,-3.582,4.0
-1.467,2.361,5532.0,1232.0,25.44,-9.16,0.0
-1.907,1.433,5264.0,344.2,19.89,-1.481,1.0
-2.59,1.386,3544.0,346.0,35.62,-4.887,2.0
-2.615,1.384,3280.0,1020.5,38.7,-0.9434,3.0
-1.496,2.646,3788.0,1301.0,27.58,-5.89,4.0
-1.897,1.587,5884.0,761.0,26.55,-3.66,0.0
-2.164,1.351,5964.0,830.5,32.56,-7.3,1.0
-2.457,1.084,4970.0,1165.0,33.75,-2.54,2.0
-1.633,2.271,4812.0,898.0,29.98,-5.523,3.0
-1.637,1.654,4704.0,706.5,14.734,-6.19,4.0
-1.465,2.22,5656.0,1022.0,24.92,-6.996,0.0
-1.766,1.57,4204.0,879.0,7.43,-1.906,1.0
-1.9375,1.073,5436.0,1092.0,7.117,-5.434,2.0
-1.622,1.534,4852.0,1305.0,19.9,-4.977,3.0
-1.884,2.986,3552.0,362.8,7.94,-4.168,4.0
-1.588,2.459,4050.0,941.5,28.72,-7.29,0.0
-2.139,1.218,5940.0,456.0,25.98,-9.055,1.0
-1.772,2.72,3648.0,883.0,30.23,-0.5127,2.0
-1.707,2.752,5684.0,1286.0,39.12,-0.0676,3.0
-1.603,2.135,5028.0,855.0,28.64,-9.78,4.0
-1.515,2.838,4590.0,494.5,26.86,-0.7393,0.0
-2.744,1.212,3104.0,516.0,36.56,-4.156,1.0
-1.862,2.592,5404.0,1248.0,15.14,-0.8447,2.0
-1.686,1.548,5410.0,494.5,16.66,-4.35,3.0
-1.721,1.859,5012.0,854.5,27.33,-8.56,4.0
-2.396,1.463,4490.0,800.5,37.7,-2.906,0.0
-2.018,2.873,4930.0,721.0,10.72,-0.1622,1.0
-1.845,1.481,3236.0,1468.0,17.06,-2.867,2.0
