like1,parLUE_max,parVPD_max,parVPD_min,parT_max,parT_min,chain
-2.98,2.799,5668.0,953.5,1.42,-2.695,0.0
-2.486,2.14,3860.0,472.5,18.27,-3.596,1.0
-2.852,2.326,4620.0,896.5,39.28,-1.955,2.0
-2.998,1.058,5860.0,1313.0,23.98,-2.094,3.0
-2.604,2.059,3006.0,1261.0,9.516,-2.736,4.0
-2.107,2.19,5500.0,416.0,15.82,-9.945,0.0
-2.475,2.764,4348.0,489.2,4.926,-5.242,1.0
-2.412,1.462,4516.0,934.5,8.58,-4.715,2.0
-3.527,1.036,3466.0,454.0,30.9,-6.688,3.0
-2.473,1.194,5890.0,855.0,1.852,-5.496,4.0
-2.812,2.81,5856.0,1151.0,10.71,-5.996,0.0
-2.531,2.275,5596.0,814.0,37.0,-7.348,1.0
-2.707,1.991,5510.0,740.0,28.62,-0.1466,2.0
-3.451,1.068,4428.0,531.0,34.78,-4.76,3.0
-2.293,2.846,4890.0,425.2,25.58,-1.981,4.0
-2.79,1.27,3504.0,1244.0,14.45,-2.828,0.0
-2.643,1.092,3910.0,1427.0,3.64,-8.7,1.0
-2.926,1.726,4172.0,815.0,30.55,-4.52,2.0
-2.291,2.639,4740.0,543.5,27.48,-6.027,3.0
-2.176,2.67,5676.0,939.0,22.97,-3.35,4.0
-2.33,2.79,4476.0,1003.5,16.52,-0.6694,0.0
-2.252,2.748,5120.0,501.8,15.305,-0.4753,1.0
-2.504,2.906,3174.0,923.0,18.86,-9.516,2.0
-2.426,2.705,5044.0,864.0,11.516,-0.661,3.0
-2.164,2.348,5016.0,436.5,11.73,-5.64,4.0
-2.764,1.267,5624.0,369.2,19.98,-7.867,0.0
-2.824,1.078,4852.0,1151.0,19.7,-8.22,1.0
-3.072,2.887,4148.0,1366.0,5.45,-7.098,2.0
-2.83,2.666,3052.0,1432.0,38.66,-3.756,3.0
-2.652,2.852,4964.0,982.5,39.7,-0.3586,4.0
-3.062,1.09,3786.0,1240.0,23.94,-7.94,0.0
-2.205,1.981,4884.0,683.0,8.52,-3.451,1.0
-2.506,2.775,5804.0,827.5,12.45,-0.3667,2.0
-2.318,2.941,5628.0,1160.0,21.72,-4.133,3.0
-3.096,1.615,5100.0,516.5,39.44,-6.86,4.0
-2.887,1.174,5030.0,783.5,18.3,-0.3967,0.0
-2.719,2.672,3994.0,1061.0,35.03,-0.2969,1.0
-2.953,2.967,4930.0,1172.0,9.38,-4.746,2.0
-2.408,2.373,4816.0,1216.0,7.332,-6.535,3.0
