like1,parLUE_max,parVPD_max,parVPD_min,parT_max,parT_min,chain
-3.27,2.781,5130.0,658.5,2.912,-6.92,0.0
-6.28,1.77,4830.0,512.0,23.31,-9.51,1.0
-6.094,2.543,4790.0,753.5,36.12,-9.44,2.0
-7.66,1.036,4864.0,639.0,31.02,-8.87,3.0
-7.195,2.14,4500.0,1357.0,21.58,-0.003864,4.0
-4.973,1.523,4936.0,1385.0,6.73,-4.06,0.0
-4.113,1.447,3580.0,1382.0,2.518,-6.72,1.0
-3.07,2.434,3022.0,1479.0,7.04,-9.766,2.0
-6.312,2.785,5828.0,356.2,25.23,-3.715,3.0
-3.988,2.69,3318.0,342.0,10.945,-7.984,4.0
-5.76,2.629,4290.0,752.0,20.62,-4.555,0.0
-5.613,2.596,4576.0,1240.0,32.03,-9.27,1.0
-5.22,1.253,3984.0,340.2,2.387,-7.586,2.0
-3.885,2.055,4050.0,633.0,6.664,-6.66,3.0
-8.234,1.507,5064.0,767.5,38.75,-0.2546,4.0
-6.855,1.693,3208.0,334.8,20.33,-6.848,0.0
-5.64,1.289,4428.0,1411.0,9.2,-6.008,1.0
-4.184,2.896,5990.0,1134.0,6.797,-4.105,2.0
-7.883,1.174,4796.0,583.5,20.44,-0.9326,3.0
-6.957,2.07,4616.0,664.5,35.84,-6.977,4.0
-7.105,2.129,4210.0,398.8,27.14,-3.797,0.0
-6.51,1.442,3076.0,1306.0,15.555,-4.86,1.0
-6.87,1.97,4464.0,935.5,33.47,-6.86,2.0
-3.479,2.932,3420.0,954.0,7.383,-5.85,3.0
-4.65,2.43,4024.0,941.0,14.5,-6.4,4.0
-7.414,1.926,4692.0,600.0,21.48,-0.539,0.0
-6.137,2.578,3612.0,1340.0,28.45,-5.34,1.0
-7.742,2.072,3794.0,1191.0,30.4,-0.01634,2.0
-3.523,2.598,4370.0,1459.0,1.352,-7.223,3.0
-7.867,1.09,5584.0,861.0,25.61,-2.908,4.0
-6.36,1.515,5544.0,1499.0,17.27,-5.473,0.0
-8.22,1.069,4476.0,1167.0,37.72,-2.414,1.0
-7.797,2.77,3642.0,879.0,39.9,-0.0811,2.0
-6.535,2.055,3014.0,821.5,25.45,-6.824,3.0
-7.96,1.792,3826.0,750.0,36.62,-1.462,4.0
-3.416,1.77,4600.0,720.0,2.14,-7.934,0.0
-5.336,2.186,5896.0,867.5,22.53,-9.76,1.0
-3.152,1.8125,4510.0,1421.0,0.0903,-5.55,2.0
-6.844,1.534,5852.0,747.5,27.77,-8.69,3.0
-5.812,1.528,3112.0,391.2,4.816,-1.847,4.0
-6.242,1.946,5412.0,1033.0,22.44,-5.996,0.0
-5.965,2.957,3330.0,1046.0,36.0,-7.703,1.0
-3.99,2.041,5092.0,1175.0,0.36,-0.9814,2.0
-7.125,1.792,5676.0,1132.0,26.7,-3.47,3.0
-5.773,2.422,3644.0,632.0,11.61,-1.306,4.0
-7.836,1.017,4892.0,569.5,27.28,-5.453,0.0
-6.574,2.879,4776.0,1293.0,40.0,-5.168,1.0
-6.09,1.292,5972.0,981.0,6.06,-0.1204,2.0
-7.277,1.3955,3128.0,570.5,24.72,-7.543,3.0
-4.453,2.73,5484.0,783.5,2.494,-1.225,4.0
-6.766,1.854,5504.0,382.2,25.27,-6.156,0.0
-4.426,1.902,4220.0,1229.0,9.43,-6.434,1.0
-5.887,2.162,3292.0,791.0,12.734,-2.465,2.0
-6.035,2.943,3764.0,388.0,30.81,-7.49,3.0
-7.246,1.883,4972.0,913.0,29.62,-3.584,4.0
-5.203,2.008,5884.0,687.5,8.15,-1.746,0.0
-2.959,2.633,3424.0,831.0,1.836,-9.03,1.0
-8.0,1.476,4224.0,352.8,36.53,-3.305,2.0
-7.12,2.395,5196.0,1420.0,23.92,-0.1561,3.0
-5.293,1.624,5744.0,960.5,9.37,-4.574,4.0
-4.535,2.398,5812.0,929.0,17.47,-8.89,0.0
-3.852,2.58,3640.0,900.0,8.914,-5.24,1.0
-5.867,2.684,3600.0,1201.0,29.02,-6.54,2.0
-4.668,2.61,5040.0,1085.0,22.66,-9.86,3.0
-7.387,1.552,3252.0,592.0,23.6,-4.36,4.0
-4.812,2.986,5756.0,1034.0,18.6,-5.047,0.0
-8.34,1.024,3510.0,701.0,33.56,-1.446,1.0
-5.117,1.714,3104.0,1198.0,12.93,-9.02,2.0
-7.53,1.059,5850.0,411.2,12.3,-0.2426,3.0
-6.355,2.717,4270.0,1226.0,32.9,-5.137,4.0
-7.336,2.885,3304.0,550.5,28.22,-0.7915,0.0
-5.867,2.762,4720.0,675.5,32.2,-8.16,1.0
-5.695,2.844,5624.0,932.5,15.08,-1.242,2.0
-3.44,2.914,4210.0,594.0,0.5557,-7.406,3.0
-6.727,2.498,5104.0,851.5,26.1,-2.627,4.0
-6.742,1.457,4424.0,898.5,18.25,-5.254,0.0
-6.918,1.398,5556.0,739.5,23.44,-7.492,1.0
-4.273,2.479,3748.0,855.0,11.58,-5.918,2.0
-5.133,1.903,3446.0,943.5,12.86,-7.13,3.0
-5.49,1.494,3526.0,1143.0,7.562,-3.205,4.0
-6.35,1.951,5868.0,1138.0,25.42,-6.51,0.0
-6.82,2.387,5820.0,1357.0,34.34,-4.332,1.0
-7.63,1.475,4296.0,466.2,31.88,-5.28,2.0
-6.836,1.494,5370.0,645.5,24.89,-8.2,3.0
-3.988,2.47,5324.0,489.2,7.51,-4.324,4.0
-6.164,2.324,4576.0,721.5,28.05,-7.37,0.0
-5.61,2.521,3542.0,886.0,10.16,-0.3186,1.0
-7.35,1.877,4704.0,632.0,32.38,-4.344,2.0
-8.0,1.494,3634.0,733.0,37.34,-2.86,3.0
-5.973,2.408,5116.0,711.5,30.78,-8.96,4.0
-4.54,1.772,4932.0,642.5,9.586,-9.09,0.0
-7.473,1.69,3802.0,1310.0,32.28,-3.607,1.0
-6.96,2.932,5856.0,538.0,26.64,-0.8667,2.0
-5.23,1.95,4684.0,988.0,17.12,-8.94,3.0
-6.902,1.361,5650.0,709.5,26.22,-9.81,4.0
-6.758,2.705,5880.0,1432.0,31.05,-2.566,0.0
-6.977,1.198,3594.0,467.8,15.64,-7.05,1.0
-3.764,2.162,5852.0,823.5,0.8696,-1.932,2.0
-5.23,2.936,5756.0,373.5,21.6,-6.074,3.0
-4.027,2.998,5530.0,776.5,15.84,-6.914,4.0
-5.152,1.697,3874.0,833.5,6.82,-2.945,0.0
-4.855,1.623,4896.0,565.0,7.438,-6.387,1.0
-6.83,1.275,3286.0,386.2,16.06,-8.87,2.0
-6.445,1.141,3764.0,1037.0,6.785,-0.9224,3.0
-7.69,1.287,5230.0,417.8,35.5,-7.176,4.0
-5.19,1.716,4176.0,484.0,10.086,-7.297,0.0
-6.723,2.33,4572.0,424.0,16.3,-0.58,1.0
-4.953,1.14,4800.0,1192.0,0.273,-4.562,2.0
-6.52,1.687,5490.0,1263.0,24.56,-7.12,3.0
-6.953,1.155,4372.0,908.0,17.39,-6.688,4.0
-7.26,1.038,5560.0,1332.0,24.31,-8.734,0.0
-4.49,2.123,3938.0,873.5,11.08,-6.75,1.0
-3.137,2.219,3018.0,663.0,1.1,-6.855,2.0
-5.652,2.457,3150.0,1444.0,11.01,-0.372,3.0
-6.465,2.14,3438.0,348.2,27.03,-8.95,4.0
-8.336,1.015,3054.0,1340.0,35.5,-1.047,0.0
-3.793,2.885,4610.0,425.5,8.07,-4.51,1.0
-3.209,2.568,5150.0,597.0,7.277,-7.28,2.0
-4.09,2.729,4316.0,1426.0,8.84,-4.367,3.0
