like1,parLUE_max,parVPD_max,parVPD_min,parT_max,parT_min,chain
-10.484,1.258,5732.0,487.2,34.62,-3.55,0.0
-7.598,2.607,4940.0,1395.0,27.23,-3.95,1.0
-7.152,1.6045,5612.0,474.0,2.332,-2.777,2.0
-8.4,2.652,3110.0,624.0,36.97,-8.8,3.0
-9.1,1.715,4090.0,821.5,25.06,-2.924,4.0
-5.98,1.998,5572.0,832.5,1.223,-5.902,0.0
-5.97,2.146,4790.0,794.0,11.266,-5.69,1.0
-10.25,1.436,3100.0,795.5,30.73,-1.069,2.0
-7.82,1.3545,5908.0,371.0,0.4724,-6.74,3.0
-7.67,2.568,4340.0,420.2,25.55,-6.17,4.0
-5.812,2.957,3780.0,1410.0,16.94,-1.388,0.0
-5.26,2.568,4330.0,865.5,4.76,-1.833,1.0
-8.39,1.856,5700.0,1497.0,21.53,-1.603,2.0
-8.055,1.189,4380.0,924.5,3.23,-9.734,3.0
-8.34,1.596,5668.0,1473.0,20.86,-6.574,4.0
-10.9,1.101,3640.0,424.5,39.2,-4.676,0.0
-7.715,2.596,4572.0,814.0,22.56,-0.1826,1.0
-8.19,1.202,4308.0,763.5,0.1409,-0.3804,2.0
-6.96,1.969,5150.0,929.0,14.87,-2.883,3.0
-4.934,2.805,5596.0,1325.0,12.94,-9.12,4.0
-8.3,2.094,5468.0,1180.0,25.06,-3.02,0.0
-9.96,1.138,4964.0,1402.0,30.7,-9.53,1.0
-8.53,2.475,4276.0,1434.0,37.25,-5.95,2.0
-8.85,2.258,4310.0,432.2,35.44,-8.4,3.0
-6.715,2.67,3214.0,828.5,18.4,-1.465,4.0
-10.11,1.384,4490.0,771.5,39.88,-9.22,0.0
-9.03,1.511,4160.0,505.2,21.95,-6.574,1.0
-7.496,1.657,4960.0,1262.0,14.51,-3.523,2.0
-7.53,2.848,4624.0,1356.0,30.1,-4.383,3.0
-5.39,2.932,4130.0,1180.0,2.893,-7.12,4.0
-5.246,2.547,3078.0,1464.0,6.31,-0.764,0.0
-8.68,1.27,4860.0,363.8,13.12,-5.195,1.0
-5.38,2.482,3750.0,661.5,8.67,-9.94,2.0
-6.977,2.074,3014.0,1497.0,15.12,-0.3723,3.0
-9.73,1.757,3128.0,484.8,26.7,-1.117,4.0
-9.805,1.246,4150.0,369.8,25.89,-9.52,0.0
-9.86,1.785,5148.0,492.2,30.3,-0.3604,1.0
-5.766,2.22,5540.0,1055.0,11.03,-3.729,2.0
-9.3,1.765,4660.0,939.5,31.55,-5.184,3.0
-7.18,2.303,5588.0,603.0,22.12,-8.3,4.0
-8.125,1.557,4708.0,1053.0,17.2,-4.574,0.0
-10.17,1.119,5356.0,667.5,29.9,-7.527,1.0
-10.21,1.08,3954.0,951.0,26.53,-3.984,2.0
