like1,parLUE_max,parVPD_max,parVPD_min,parT_max,parT_min,chain
-12.21,2.783,3308.0,771.5,37.94,-9.14,0.0
-11.88,2.238,3062.0,898.5,20.48,-5.242,1.0
-10.03,2.404,4010.0,1489.0,8.4,-3.219,2.0
-10.96,2.934,3778.0,1463.0,26.97,-1.64,3.0
-10.74,1.939,4088.0,1141.0,2.744,-0.02776,4.0
-12.29,2.496,3178.0,734.5,26.34,-1.954,0.0
-10.81,2.986,4596.0,1476.0,33.56,-4.453,1.0
-12.72,1.739,4772.0,705.0,35.8,-3.965,2.0
-12.49,2.838,3052.0,697.0,29.78,-0.3938,3.0
-10.25,2.59,3944.0,1023.0,4.07,-7.406,4.0
-12.41,1.793,5940.0,742.5,34.44,-2.574,0.0
-12.05,2.082,4412.0,1454.0,38.97,-7.35,1.0
-12.336,1.652,5404.0,616.5,28.0,-2.404,2.0
-13.11,2.135,3584.0,384.5,35.84,-1.026,3.0
-9.75,2.105,5724.0,1261.0,9.85,-2.984,4.0
-9.84,2.621,4736.0,886.5,1.915,-0.7666,0.0
-12.34,1.286,5944.0,342.8,22.72,-6.266,1.0
-11.414,1.617,4244.0,1167.0,17.45,-8.414,2.0
-10.68,2.447,3552.0,1012.5,3.604,-3.986,3.0
-10.39,2.486,5204.0,1284.0,26.38,-8.52,4.0
-10.7,1.692,5940.0,1092.0,16.23,-7.723,0.0
-11.945,2.52,4544.0,528.5,38.56,-9.28,1.0
-11.28,2.857,4276.0,1091.0,31.3,-3.12,2.0
-10.27,2.96,4730.0,1371.0,30.39,-9.08,3.0
-9.48,2.941,4930.0,1079.0,1.954,-8.91,4.0
-12.055,1.335,4032.0,584.0,3.361,-6.137,0.0
-11.12,2.676,5690.0,1186.0,33.94,-3.219,1.0
-9.266,2.754,5744.0,983.0,2.53,-7.33,2.0
-9.19,2.844,5760.0,1106.0,5.387,-3.006,3.0
-9.805,2.432,4748.0,1097.0,7.66,-7.16,4.0
-11.73,1.843,4236.0,653.0,22.02,-9.83,0.0
-11.93,1.028,5116.0,1309.0,5.367,-3.5,1.0
-12.32,1.056,4810.0,802.0,14.58,-8.89,2.0
-10.58,2.596,5860.0,954.5,27.83,-5.406,3.0
-12.055,1.07,5790.0,636.0,9.27,-2.74,4.0
-13.0,1.173,3876.0,518.5,22.16,-5.684,0.0
-12.164,1.775,5628.0,1241.0,33.3,-3.354,1.0
-10.06,2.43,5080.0,384.5,3.332,-9.65,2.0
-10.24,2.059,4280.0,1421.0,2.01,-5.35,3.0
-10.92,2.117,4932.0,1495.0,24.14,-3.309,4.0
-10.2,2.736,3826.0,1178.0,1.308,-2.441,0.0
-10.01,2.35,5084.0,630.5,6.203,-9.64,1.0
-9.66,2.69,4372.0,1490.0,5.57,-5.14,2.0
-9.91,2.758,4360.0,961.5,2.6,-7.285,3.0
-10.305,1.812,5080.0,1390.0,11.195,-8.2,4.0
-10.56,2.617,5490.0,1399.0,25.69,-0.011154,0.0
-11.69,1.519,3966.0,1255.0,16.33,-2.809,1.0
-12.51,1.276,5320.0,802.0,23.72,-2.414,2.0
-11.23,2.496,5270.0,1455.0,34.12,-4.043,3.0
-11.266,2.465,4772.0,1206.0,27.77,-0.851,4.0
-12.98,1.111,3960.0,827.0,24.03,-7.305,0.0
-10.8,2.004,4440.0,945.5,15.41,-4.434,1.0
-12.72,1.0,3922.0,1014.0,15.266,-1.507,2.0
-10.84,2.613,5172.0,419.5,24.8,-5.074,3.0
-9.516,2.762,5176.0,830.5,4.41,-8.25,4.0
-13.01,1.655,4332.0,597.0,36.66,-3.934,0.0
-12.64,1.209,3638.0,1492.0,24.98,-8.22,1.0
-12.65,1.4375,5850.0,519.0,34.97,-9.46,2.0
-9.0,2.834,5956.0,1178.0,10.29,-8.086,3.0
-10.47,2.193,4424.0,787.0,2.84,-2.668,4.0
-12.08,2.281,4470.0,1202.0,32.8,-0.207,0.0
-11.43,2.832,3684.0,663.0,27.25,-7.797,1.0
-12.03,1.635,5116.0,691.5,26.38,-7.812,2.0
-11.36,2.281,3426.0,1238.0,22.69,-7.266,3.0
-12.836,1.814,4284.0,422.0,32.8,-2.803,4.0
-12.84,1.207,3212.0,331.5,1.962,-5.203,0.0
-11.33,1.746,3578.0,1134.0,8.75,-2.908,1.0
-12.945,1.51,3926.0,1047.0,37.62,-8.04,2.0
-9.945,2.09,5396.0,1481.0,15.3,-2.701,3.0
-12.8,1.355,5570.0,468.0,34.47,-9.65,4.0
-12.23,1.393,4740.0,990.0,22.94,-4.586,0.0
-9.78,2.746,5420.0,423.8,16.58,-4.22,1.0
-11.375,1.292,5130.0,1273.0,8.35,-2.674,2.0
-10.586,2.281,4572.0,751.0,16.58,-3.9,3.0
-10.234,2.193,4456.0,1074.0,4.21,-5.37,4.0
-10.35,2.273,4864.0,392.8,4.85,-9.96,0.0
-9.41,2.91,5490.0,600.0,3.777,-5.055,1.0
-10.53,1.694,5660.0,1297.0,14.87,-9.84,2.0
-9.29,2.875,5230.0,1434.0,2.729,-1.618,3.0
-12.19,1.218,4704.0,1431.0,22.61,-8.48,4.0
-13.2,1.1455,5336.0,395.0,34.03,-6.945,0.0
-9.53,2.906,5616.0,1093.0,22.97,-7.957,1.0
-12.664,1.997,3124.0,536.5,22.53,-0.981,2.0
-9.47,2.389,5852.0,1060.0,1.888,-5.504,3.0
-11.57,1.631,3142.0,1364.0,6.992,-5.37,4.0
-9.96,2.008,5492.0,1238.0,10.84,-5.195,0.0
-10.3,2.383,4470.0,704.0,9.03,-1.862,1.0
-12.08,1.852,4332.0,479.2,26.31,-9.8,2.0
-10.38,2.678,5300.0,1188.0,25.72,-3.586,3.0
-11.164,2.926,4612.0,1176.0,31.12,-0.9663,4.0
-12.84,1.134,4144.0,658.5,20.73,-4.555,0.0
-10.49,2.201,4708.0,1432.0,21.77,-7.125,1.0
-12.58,1.705,3088.0,1133.0,27.89,-9.16,2.0
-12.44,1.491,5464.0,753.5,29.05,-4.69,3.0
-9.305,2.635,5384.0,1389.0,15.22,-1.682,4.0
-9.56,2.822,5130.0,604.5,7.65,-9.805,0.0
-12.516,1.03,5668.0,459.2,16.89,-3.592,1.0
-12.234,1.868,5016.0,451.0,27.88,-2.408,2.0
-10.96,1.56,5590.0,792.0,9.445,-8.945,3.0
-12.39,1.982,3972.0,1442.0,36.97,-4.234,4.0
-12.06,1.437,4852.0,756.5,21.36,-6.395,0.0
-11.76,1.708,3800.0,399.5,1.296,-1.615,1.0
-11.52,1.268,4936.0,1257.0,12.56,-8.41,2.0
-12.78,1.058,3726.0,661.5,12.67,-0.448,3.0
-11.555,1.444,3884.0,1255.0,10.42,-3.453,4.0
-10.32,2.912,4840.0,786.0,24.25,-5.484,0.0
-10.06,2.87,3986.0,1179.0,18.78,-7.28,1.0
-12.18,2.385,4556.0,1361.0,37.38,-0.01917,2.0
-12.875,1.126,4860.0,452.5,22.97,-4.133,3.0
-12.305,2.125,4184.0,1264.0,33.1,-0.533,4.0
-11.88,1.734,5956.0,1179.0,32.75,-8.33,0.0
-10.3,2.1,5140.0,704.0,4.96,-1.714,1.0
-12.07,2.498,3192.0,1018.5,28.23,-3.826,2.0
-12.62,1.232,5948.0,1147.0,27.61,-2.535,3.0
-12.06,1.094,5480.0,1012.0,16.31,-9.59,4.0
-10.74,2.549,3226.0,1250.0,5.17,-1.971,0.0
-9.85,2.709,4260.0,1435.0,17.06,-2.37,1.0
-12.98,1.698,5336.0,504.0,36.5,-0.0651,2.0
-10.56,2.008,4800.0,868.5,12.89,-1.492,3.0
