like1,parLUE_max,parVPD_max,parVPD_min,parT_max,parT_min,chain
-7.457,2.133,4284.0,851.5,20.45,-5.598,0.0
-7.26,2.512,4800.0,603.0,25.38,-9.3,1.0
-7.727,1.798,3884.0,1237.0,17.77,-3.975,2.0
-7.434,2.926,4920.0,989.5,25.89,-1.667,3.0
-9.88,1.872,4856.0,417.0,31.7,-1.1455,4.0
-6.062,1.974,3062.0,1040.0,3.344,-5.754,0.0
-10.01,1.275,5036.0,641.0,29.27,-6.742,1.0
-7.605,2.584,3684.0,1463.0,29.95,-6.945,2.0
-7.293,1.484,5884.0,1003.0,4.77,-1.986,3.0
-10.29,1.298,3114.0,835.0,28.62,-1.94,4.0
-9.13,2.242,5120.0,629.5,36.9,-5.668,0.0
-10.49,1.233,3060.0,657.0,39.2,-9.58,1.0
-5.746,2.203,5812.0,584.5,7.363,-6.984,2.0
-5.86,2.498,5830.0,1096.0,17.42,-8.5,3.0
-8.234,2.666,5828.0,802.0,31.92,-3.867,4.0
-7.582,1.444,5940.0,672.0,4.117,-0.4497,0.0
-9.54,1.908,5348.0,1009.0,38.28,-5.617,1.0
-5.52,2.773,4820.0,615.5,13.06,-2.428,2.0
-7.152,2.266,5028.0,1300.0,18.19,-1.175,3.0
-9.72,2.05,4800.0,742.5,33.66,-0.648,4.0
-8.12,1.75,4136.0,1278.0,20.88,-6.13,0.0
-10.35,1.38,4076.0,919.5,31.55,-1.104,1.0
-7.027,1.715,5532.0,547.5,6.32,-0.948,2.0
-5.21,2.705,5250.0,1485.0,3.676,-6.68,3.0
-7.996,1.623,4492.0,1222.0,18.3,-6.81,4.0
-8.88,1.891,5360.0,1452.0,32.44,-8.01,0.0
-5.74,2.736,5212.0,789.5,17.52,-6.703,1.0
-9.89,1.024,4948.0,1375.0,19.3,-1.552,2.0
-8.23,2.006,3208.0,1083.0,27.81,-9.445,3.0
-9.59,1.568,3412.0,1077.0,24.62,-0.2142,4.0
-5.387,2.418,4424.0,786.5,5.32,-5.984,0.0
-10.56,1.388,5940.0,789.5,38.75,-2.537,1.0
-7.25,1.741,4244.0,380.0,9.086,-5.49,2.0
-8.71,2.479,3760.0,1175.0,39.06,-6.37,3.0
-7.414,2.639,4516.0,1451.0,22.17,-0.3945,4.0
-5.42,2.258,5124.0,1298.0,5.31,-6.098,0.0
-5.74,2.188,4172.0,1098.0,1.733,-0.31,1.0
-8.87,1.971,4034.0,936.0,26.05,-2.254,2.0
-5.574,2.184,3462.0,1492.0,6.176,-3.822,3.0
-5.18,2.887,3144.0,1248.0,5.816,-1.94,4.0
-6.52,1.96,3930.0,561.0,8.31,-6.145,0.0
-5.67,2.594,5084.0,1296.0,13.21,-0.981,1.0
-9.164,1.463,5724.0,1176.0,23.45,-4.688,2.0
-7.92,2.633,3190.0,1421.0,32.12,-5.758,3.0
-6.875,2.559,4100.0,585.5,17.97,-2.107,4.0
-8.945,1.6,4812.0,1212.0,24.62,-5.547,0.0
-9.62,2.127,3890.0,499.2,37.9,-4.72,1.0
-10.12,1.835,4022.0,616.5,38.34,-2.695,2.0
-7.367,2.053,4676.0,413.0,16.16,-4.062,3.0
-8.91,2.602,5988.0,1095.0,37.12,-2.564,4.0
-7.996,2.455,4180.0,1187.0,34.72,-9.914,0.0
-8.48,2.756,3718.0,1065.0,38.06,-4.984,1.0
-6.375,1.892,3824.0,774.0,5.94,-7.406,2.0
-8.76,2.602,4824.0,373.8,31.02,-2.496,3.0
-9.32,2.148,3784.0,1361.0,37.1,-3.61,4.0
-9.37,1.05,3938.0,463.2,14.12,-7.957,0.0
-8.555,1.667,5510.0,862.5,23.9,-8.75,1.0
-5.5,2.338,5996.0,1230.0,8.44,-1.439,2.0
-8.69,1.029,3364.0,1128.0,7.184,-7.605,3.0
-5.277,2.684,3554.0,1465.0,2.992,-8.62,4.0
-8.83,1.16,3542.0,943.0,12.055,-1.239,0.0
-7.758,2.762,4284.0,1373.0,30.42,-4.246,1.0
-7.438,1.484,5804.0,1489.0,11.49,-7.445,2.0
-7.11,2.504,5984.0,619.5,21.75,-4.953,3.0
-9.52,1.934,5464.0,1338.0,38.03,-4.863,4.0
-5.83,2.465,5970.0,935.0,11.94,-0.05576,0.0
-9.79,1.566,5784.0,442.8,36.38,-9.81,1.0
-6.21,1.96,5090.0,649.0,4.99,-7.637,2.0
-7.25,2.184,4930.0,1452.0,21.03,-5.805,3.0
-10.29,1.55,3546.0,1468.0,36.6,-1.59,4.0
-8.0,1.264,3974.0,929.5,7.953,-9.164,0.0
-9.26,1.428,3958.0,1216.0,25.2,-6.73,1.0
-9.97,1.399,4212.0,411.8,24.22,-1.66,2.0
-7.625,2.674,5944.0,814.5,24.45,-1.6875,3.0
-8.29,1.197,5310.0,624.5,5.402,-5.973,4.0
-9.12,2.18,3802.0,1221.0,29.6,-0.4043,0.0
-9.266,1.972,3666.0,1205.0,35.06,-5.156,1.0
-7.527,2.441,5744.0,1297.0,26.64,-6.293,2.0
-7.617,2.33,4996.0,1241.0,24.5,-4.883,3.0
-9.11,1.165,5996.0,955.0,15.29,-1.488,4.0
-8.85,1.038,4356.0,1143.0,9.01,-1.087,0.0
-9.47,1.239,4058.0,846.5,21.78,-6.414,1.0
-8.16,1.916,4456.0,1460.0,19.86,-0.9033,2.0
-8.79,1.304,3350.0,1283.0,18.98,-8.445,3.0
-7.594,2.479,4736.0,1062.0,30.14,-9.305,4.0
-5.324,2.572,5820.0,1326.0,1.871,-8.71,0.0
-8.02,2.203,5236.0,595.5,21.0,-1.489,1.0
-10.58,1.326,5948.0,340.2,39.34,-5.39,2.0
-9.36,1.426,5480.0,1125.0,27.72,-8.37,3.0
-7.055,2.584,3790.0,1101.0,24.23,-5.99,4.0
-5.547,2.197,5540.0,1253.0,3.246,-6.4,0.0
-7.215,2.072,5596.0,536.5,18.33,-7.637,1.0
-8.59,1.99,4296.0,1335.0,31.78,-8.875,2.0
-8.875,1.052,5412.0,522.0,5.613,-1.443,3.0
-7.332,2.98,5204.0,1047.0,34.8,-8.875,4.0
-6.59,1.996,5372.0,1236.0,14.37,-5.1,0.0
-10.4,1.22,5764.0,433.8,27.81,-1.879,1.0
-5.883,2.314,3014.0,741.5,7.707,-1.948,2.0
-9.8,1.646,4380.0,1379.0,31.28,-1.948,3.0
-8.625,2.818,5332.0,1057.0,38.72,-3.596,4.0
-8.4,2.436,3500.0,752.0,28.31,-3.484,0.0
-7.46,2.15,5932.0,1100.0,24.23,-9.555,1.0
-7.164,1.635,5350.0,455.5,4.7,-4.594,2.0
-10.52,1.203,3424.0,1137.0,30.3,-0.817,3.0
-10.516,1.37,5708.0,854.0,35.3,-1.506,4.0
-7.633,2.344,4416.0,561.5,22.64,-5.504,0.0
-5.434,2.951,3270.0,733.0,17.22,-9.67,1.0
-8.28,2.725,3258.0,668.5,36.4,-8.43,2.0
-7.16,2.531,4170.0,698.5,22.73,-6.03,3.0
-6.14,2.44,3566.0,1460.0,17.9,-6.785,4.0
-9.76,1.401,3036.0,1004.5,23.14,-0.3225,0.0
-9.39,1.217,3142.0,933.5,21.95,-9.3,1.0
-6.562,1.83,3742.0,1058.0,11.15,-7.457,2.0
-8.75,2.088,4744.0,1054.0,33.1,-7.05,3.0
-8.734,1.133,4828.0,365.8,2.45,-0.285,4.0
-9.08,2.967,3862.0,817.0,37.22,-0.0841,0.0
-5.266,2.775,3080.0,1168.0,3.533,-2.414,1.0
-8.29,1.718,4836.0,562.0,16.98,-1.699,2.0
-9.77,1.674,4680.0,392.8,32.53,-5.902,3.0
-8.266,1.816,3054.0,1348.0,22.77,-5.81,4.0
-7.3,1.728,4916.0,446.2,8.63,-0.4834,0.0
-8.96,2.023,4012.0,1466.0,36.12,-7.824,1.0
-8.98,1.483,4990.0,1035.0,19.73,-1.648,2.0
-8.5,2.666,4524.0,418.8,38.62,-9.26,3.0
-5.348,2.521,4300.0,793.0,7.12,-2.092,4.0
-9.02,2.13,3360.0,723.0,30.69,-4.33,0.0
-6.66,2.68,4950.0,342.2,19.58,-5.9,1.0
-5.727,2.145,3754.0,931.0,5.18,-9.414,2.0
-8.84,2.58,3424.0,629.0,35.66,-4.86,3.0
-9.67,1.403,3582.0,1265.0,29.25,-6.188,4.0
-5.28,2.576,5184.0,795.5,11.12,-4.613,0.0
-9.55,1.458,3226.0,1071.0,31.95,-9.87,1.0
-8.65,2.377,5904.0,1309.0,36.6,-6.16,2.0
-8.05,2.55,4680.0,1420.0,29.28,-3.496,3.0
-7.855,2.344,5252.0,1346.0,23.45,-1.813,4.0
-5.33,2.629,3086.0,1119.0,13.95,-6.75,0.0
-7.16,1.507,4496.0,1233.0,6.594,-5.715,1.0
-8.43,2.818,5348.0,1069.0,33.34,-1.832,2.0
-5.152,2.922,4588.0,976.5,15.445,-6.574,3.0
-7.07,1.706,3264.0,649.5,6.055,-6.535,4.0
-7.07,1.581,5156.0,768.5,6.777,-9.445,0.0
-10.48,1.692,4244.0,781.5,38.44,-0.0551,1.0
-8.59,1.182,3770.0,559.5,8.39,-6.97,2.0
-7.594,2.234,4080.0,1004.5,23.53,-6.105,3.0
-9.03,1.004,4900.0,780.0,7.78,-0.2375,4.0
-6.043,1.972,5736.0,922.5,6.93,-5.402,0.0
-8.04,2.879,3838.0,662.5,25.64,-0.1203,1.0
-8.195,1.64,5268.0,1494.0,21.67,-9.61,2.0
-8.03,1.443,5224.0,1151.0,14.73,-5.332,3.0
-7.348,2.105,3126.0,1208.0,20.77,-6.605,4.0
-9.516,1.68,4184.0,792.5,33.5,-7.457,0.0
-6.652,1.666,5180.0,1491.0,7.227,-9.3,1.0
-8.85,2.371,5572.0,1081.0,32.6,-2.336,2.0
-8.94,2.45,5550.0,605.0,31.94,-1.872,3.0
-9.695,2.129,4336.0,1310.0,37.66,-1.211,4.0
-10.734,1.245,5004.0,903.0,34.97,-0.6245,0.0
-10.32,1.092,4876.0,1209.0,28.98,-4.59,1.0
-8.25,2.967,5812.0,807.0,33.6,-2.39,2.0
-9.15,2.447,4360.0,952.0,38.34,-3.285,3.0
-8.22,2.547,4550.0,1428.0,35.34,-6.793,4.0
-5.66,2.88,3936.0,393.5,12.984,-2.71,0.0
-5.58,2.406,3726.0,844.5,0.463,-5.758,1.0
-9.086,2.053,5410.0,686.5,32.16,-4.848,2.0
-5.35,2.525,5870.0,722.5,3.08,-8.03,3.0
-6.824,2.41,3374.0,1471.0,20.12,-4.426,4.0
-7.754,1.485,5810.0,442.5,9.77,-4.652,0.0
-7.14,2.445,4920.0,967.0,22.4,-5.152,1.0
-9.46,1.134,3964.0,1257.0,21.83,-9.125,2.0
-7.098,2.764,3084.0,904.0,26.64,-7.402,3.0
-8.58,1.766,5908.0,1353.0,24.17,-5.168,4.0
-10.18,1.075,3166.0,1307.0,27.97,-6.465,0.0
-5.18,2.46,5224.0,1022.5,7.95,-6.723,1.0
-9.375,1.946,4210.0,418.2,31.3,-5.254,2.0
-6.336,2.342,3632.0,372.0,9.7,-1.3545,3.0
-9.09,1.159,4776.0,1191.0,17.03,-5.19,4.0
-7.02,1.705,4036.0,678.5,8.6,-5.844,0.0
-7.914,2.062,5596.0,1393.0,25.27,-7.457,1.0
-6.06,1.969,4104.0,970.5,2.678,-5.086,2.0
-9.164,1.951,3492.0,1397.0,29.62,-2.312,3.0
-6.797,1.831,4244.0,451.0,0.619,-6.04,4.0
-6.4,1.838,3192.0,1388.0,10.56,-8.14,0.0
-7.45,2.688,5070.0,516.5,22.14,-1.821,1.0
-7.254,1.529,3284.0,986.5,2.691,-0.7803,2.0
-8.72,1.04,3498.0,1049.0,7.27,-4.73,3.0
-9.14,1.503,3726.0,1343.0,24.58,-5.38,4.0
-5.098,2.71,4156.0,1130.0,13.8,-8.67,0.0
-9.34,1.007,4332.0,1339.0,17.08,-8.94,1.0
-9.66,1.823,5100.0,937.5,33.53,-2.857,2.0
-6.65,2.83,4630.0,523.0,18.38,-1.275,3.0
-9.23,2.16,5850.0,780.5,32.78,-2.4,4.0
-8.14,1.343,5216.0,349.0,8.83,-7.984,0.0
-5.688,2.387,4732.0,413.0,6.707,-5.336,1.0
-9.54,1.491,5380.0,1278.0,32.53,-8.77,2.0
-7.992,1.784,5332.0,1390.0,17.22,-0.5386,3.0
-6.6,1.734,4590.0,882.5,4.824,-7.32,4.0
-6.34,2.293,4684.0,1114.0,17.4,-7.28,0.0
-9.875,1.077,4576.0,792.5,23.31,-7.87,1.0
-7.836,1.737,4270.0,444.5,16.6,-9.25,2.0
-7.2,1.573,5830.0,781.5,7.61,-3.29,3.0
-9.7,2.482,4496.0,573.5,39.4,-0.8276,4.0
-5.164,2.898,4560.0,448.0,6.984,-8.52,0.0
-5.83,2.469,4410.0,1361.0,16.84,-8.07,1.0
-5.98,2.217,3140.0,1362.0,12.875,-4.05,2.0
-7.336,1.683,4970.0,756.0,14.17,-8.875,3.0
-8.19,2.223,3594.0,818.5,23.4,-2.432,4.0
-7.312,1.854,4784.0,1364.0,14.26,-0.2367,0.0
-9.5,2.768,4556.0,536.5,38.97,-0.2318,1.0
-6.86,1.624,4572.0,1285.0,5.91,-3.191,2.0
-10.055,1.407,5300.0,611.5,34.78,-7.43,3.0
-5.332,2.775,5040.0,1259.0,3.072,-0.4226,4.0
-9.76,1.214,5130.0,754.5,23.7,-5.36,0.0
-10.05,1.046,3532.0,1051.0,26.2,-8.836,1.0
-9.164,1.438,5144.0,1438.0,20.58,-1.37,2.0
-8.555,1.138,4700.0,908.5,10.97,-7.195,3.0
-7.402,2.23,3534.0,1185.0,22.45,-6.043,4.0
-6.766,2.246,4090.0,1239.0,18.83,-5.99,0.0
-6.535,1.751,5036.0,1271.0,1.24,-0.4863,1.0
-8.555,1.086,4840.0,1274.0,10.08,-8.49,2.0
-9.67,1.199,5096.0,835.5,22.95,-5.734,3.0
-5.746,2.996,5290.0,361.0,18.69,-8.32,4.0
-7.04,2.213,4590.0,1059.0,21.14,-8.35,0.0
-9.15,2.25,5280.0,380.0,36.88,-6.668,1.0
-6.08,2.266,4308.0,397.0,0.523,-1.524,2.0
-9.055,1.249,3536.0,1016.5,18.73,-6.664,3.0
-6.516,2.234,3674.0,467.2,12.78,-5.156,4.0
-9.8,1.298,5464.0,1132.0,27.06,-4.94,0.0
-5.246,2.53,4022.0,938.0,7.652,-3.068,1.0
-7.117,2.451,3456.0,654.5,19.14,-3.684,2.0
-7.188,2.574,3008.0,350.2,20.36,-9.125,3.0
-5.37,2.893,5496.0,1004.5,2.457,-5.38,4.0
-5.734,2.33,3040.0,717.5,7.406,-6.61,0.0
-8.1,1.971,5836.0,407.2,20.08,-3.795,1.0
-9.67,1.942,3672.0,1232.0,38.38,-3.703,2.0
-6.82,1.712,4020.0,979.5,10.42,-8.14,3.0
-7.625,2.871,3436.0,1073.0,29.97,-4.293,4.0
-8.69,2.71,3834.0,1458.0,38.94,-3.924,0.0
-6.297,2.072,5620.0,397.8,8.12,-3.219,1.0
-6.816,1.642,4596.0,964.5,6.992,-9.61,2.0
-9.9,1.627,5290.0,720.0,29.36,-1.046,3.0
-6.86,1.956,4580.0,842.5,15.57,-7.973,4.0
-7.49,2.02,4016.0,832.5,20.55,-8.54,0.0
-9.695,1.711,4710.0,1432.0,28.58,-0.1204,1.0
-6.875,2.094,5670.0,1177.0,19.08,-9.16,2.0
-6.625,2.562,5572.0,1314.0,22.75,-7.633,3.0
-9.305,1.188,3284.0,1315.0,18.9,-4.08,4.0
-9.63,1.228,5204.0,1328.0,23.33,-4.59,0.0
-8.836,1.303,5456.0,1104.0,17.9,-5.27,1.0
-9.03,2.309,3186.0,767.0,36.97,-6.36,2.0
-7.6,2.223,4580.0,1201.0,21.67,-3.254,3.0
-6.13,2.205,5780.0,388.5,8.14,-1.053,4.0
-7.15,2.21,5876.0,1132.0,20.52,-5.723,0.0
-7.58,1.392,5824.0,1335.0,9.375,-6.965,1.0
-9.11,1.397,4350.0,821.5,23.9,-9.99,2.0
-8.98,2.05,4336.0,1235.0,27.12,-0.8247,3.0
-9.86,1.796,5190.0,710.0,39.25,-5.363,4.0
-6.273,2.672,4776.0,1234.0,19.39,-4.234,0.0
-10.375,1.1875,4944.0,514.5,28.03,-3.043,1.0
-8.09,2.14,3210.0,1063.0,22.52,-2.246,2.0
-8.35,2.53,3958.0,713.5,26.38,-1.271,3.0
-8.5,2.428,5348.0,676.5,37.53,-9.33,4.0
-8.97,2.568,4156.0,976.5,32.22,-0.206,0.0
-10.21,1.578,5520.0,648.5,35.44,-2.611,1.0
-9.52,2.594,3136.0,626.0,37.9,-1.342,2.0
-5.42,2.992,3490.0,1308.0,17.67,-5.305,3.0
-9.14,1.57,3660.0,623.5,23.28,-5.984,4.0
-9.39,1.684,3414.0,774.5,32.47,-8.97,0.0
-7.633,2.256,5100.0,790.0,22.66,-4.91,1.0
-6.75,1.617,5860.0,1294.0,1.235,-8.46,2.0
-8.99,1.068,6000.0,1409.0,14.32,-5.94,3.0
-9.9,1.366,4100.0,484.0,23.83,-2.355,4.0
-9.77,1.725,3694.0,606.5,39.8,-9.836,0.0
-9.336,1.165,4356.0,813.0,19.92,-8.93,1.0
-6.855,2.879,3004.0,1443.0,21.25,-0.6685,2.0
-8.4,1.781,5710.0,1152.0,25.47,-8.89,3.0
