like1,parLUE_max,parVPD_max,parVPD_min,parT_max,parT_min,chain
-4.094,2.814,3252.0,840.0,9.61,-4.348,0.0
-5.707,1.96,4490.0,641.0,12.266,-3.748,1.0
-7.344,1.56,5250.0,1374.0,38.75,-7.656,2.0
-4.332,1.631,5630.0,466.2,3.104,-4.555,3.0
-7.215,1.806,4750.0,600.5,26.94,-4.324,4.0
-6.633,2.262,5220.0,1291.0,20.42,-1.708,0.0
-6.2,2.39,4936.0,1333.0,16.95,-1.53,1.0
-5.883,2.61,4748.0,1335.0,27.19,-5.902,2.0
-3.998,2.082,3964.0,1138.0,5.445,-3.912,3.0
-3.15,1.834,5476.0,415.0,0.3464,-8.72,4.0
-4.688,1.607,3848.0,1408.0,2.438,-1.124,0.0
-3.002,2.062,5190.0,327.2,1.705,-7.742,1.0
-5.79,2.29,4412.0,1384.0,19.08,-4.414,2.0
-7.07,2.36,4984.0,1460.0,34.84,-3.506,3.0
-4.73,2.832,4876.0,1157.0,17.05,-5.227,4.0
-3.719,2.287,3352.0,1231.0,6.918,-5.55,0.0
-4.535,2.021,3118.0,488.0,6.184,-5.168,1.0
-7.816,1.42,4900.0,1020.0,24.4,-1.006,2.0
-5.773,2.89,3044.0,1454.0,15.195,-1.022,3.0
-6.81,2.092,4988.0,515.5,31.88,-7.047,4.0
-6.1,1.799,3096.0,1314.0,11.875,-1.983,0.0
-5.484,2.342,5760.0,1255.0,24.36,-8.195,1.0
-3.562,2.129,3498.0,789.0,4.453,-5.664,2.0
-2.873,2.338,4204.0,630.0,0.998,-6.242,3.0
-6.492,2.08,5130.0,518.0,19.8,-3.912,4.0
-2.807,2.146,4476.0,1062.0,1.749,-7.547,0.0
-5.395,1.768,4530.0,1009.0,16.67,-9.95,1.0
-5.777,2.07,3314.0,1109.0,12.984,-2.84,2.0
-5.36,1.704,5696.0,1162.0,14.125,-7.89,3.0
-6.26,1.599,3438.0,1004.0,15.484,-5.7,4.0
-5.855,1.46,5668.0,638.0,13.85,-8.93,0.0
-5.61,2.385,5028.0,937.5,22.28,-6.773,1.0
-4.555,1.69,5636.0,1047.0,3.023,-1.644,2.0
-6.78,1.72,3078.0,998.5,16.22,-2.7,3.0
-3.674,2.207,4042.0,893.0,1.723,-2.645,4.0
-7.62,2.258,5410.0,1105.0,36.2,-1.428,0.0
-6.586,1.307,5116.0,1019.5,14.0,-4.78,1.0
-6.69,2.764,5530.0,1421.0,24.45,-1.181,2.0
-5.266,1.264,3378.0,627.0,0.685,-3.662,3.0
-7.043,2.213,5796.0,535.0,26.3,-2.855,4.0
-5.77,2.287,5876.0,1210.0,11.375,-0.7197,0.0
-2.977,2.426,5950.0,573.5,6.812,-9.25,1.0
-6.53,1.507,4630.0,944.5,13.16,-2.857,2.0
-6.14,1.726,4788.0,1335.0,21.89,-8.21,3.0
-2.709,2.328,4330.0,900.5,0.5664,-9.14,4.0
-6.133,1.857,5612.0,1478.0,26.77,-9.47,0.0
-6.027,2.504,5228.0,1102.0,30.92,-7.406,1.0
-3.3,2.295,4824.0,1420.0,0.7153,-4.45,2.0
-7.824,2.094,4116.0,1170.0,32.84,-0.2437,3.0
-6.664,1.983,3914.0,1133.0,18.83,-2.428,4.0
-6.305,1.124,5536.0,1106.0,9.875,-5.137,0.0
-2.771,2.166,3326.0,1048.0,1.202,-8.85,1.0
-6.008,2.07,4332.0,691.5,17.8,-5.246,2.0
-7.48,1.824,5180.0,1214.0,27.84,-1.868,3.0
-7.645,1.1045,4690.0,585.0,28.97,-8.03,4.0
-6.8,1.368,5984.0,541.0,17.22,-5.746,0.0
-3.822,2.883,3968.0,456.0,12.44,-7.457,1.0
-5.24,2.5,4224.0,1089.0,14.23,-3.412,2.0
-7.902,1.612,5816.0,448.2,33.88,-2.408,3.0
-6.996,1.436,3626.0,462.0,11.49,-1.527,4.0
-7.016,2.307,3560.0,612.0,39.53,-7.492,0.0
-7.05,2.52,3008.0,1250.0,29.7,-2.367,1.0
-5.625,2.314,4296.0,527.0,24.12,-9.96,2.0
-4.727,2.139,4054.0,1064.0,11.39,-5.395,3.0
-5.105,2.09,5036.0,757.0,5.453,-0.1271,4.0
-4.543,2.973,3384.0,1372.0,2.72,-4.2,0.0
-4.566,1.963,3120.0,823.5,10.07,-8.27,1.0
-7.008,2.42,3926.0,1113.0,37.25,-4.74,2.0
-5.223,2.857,4776.0,1213.0,12.65,-1.66,3.0
-7.84,1.416,4730.0,1267.0,26.73,-1.289,4.0
-6.12,1.99,5450.0,1280.0,13.54,-1.659,0.0
-7.125,1.74,5200.0,1144.0,22.31,-2.56,1.0
-6.586,2.283,5064.0,1226.0,24.11,-3.184,2.0
-8.32,1.143,5084.0,860.5,38.47,-1.69,3.0
-5.914,1.214,5228.0,596.0,7.16,-4.836,4.0
-7.6,1.147,4630.0,673.0,20.19,-3.658,0.0
-7.312,1.318,5784.0,511.0,12.62,-0.1287,1.0
-7.324,2.541,4870.0,1227.0,30.34,-0.8384,2.0
-7.266,1.928,3112.0,591.5,19.48,-1.867,3.0
-5.64,2.742,3596.0,913.5,15.7,-2.453,4.0
-7.15,1.803,4244.0,1402.0,28.64,-4.137,0.0
-7.547,1.374,4976.0,1021.0,35.16,-6.895,1.0
-3.111,1.737,3784.0,1333.0,1.412,-9.234,2.0
-6.773,1.369,3828.0,1056.0,14.73,-3.793,3.0
-5.973,2.686,5496.0,1151.0,19.61,-2.504,4.0
-2.68,2.11,5148.0,603.0,0.8843,-9.3,0.0
-3.64,2.725,3276.0,1036.0,4.188,-4.746,1.0
-4.848,1.212,5450.0,942.0,3.254,-8.26,2.0
-8.1,1.668,6000.0,1300.0,39.9,-0.812,3.0
-4.383,2.938,4292.0,969.5,13.51,-4.56,4.0
-7.07,1.179,3196.0,338.2,16.69,-9.56,0.0
-7.266,1.498,5536.0,514.0,14.875,-0.6797,1.0
-7.566,1.142,4924.0,379.5,28.14,-8.586,2.0
-5.84,2.988,5828.0,434.8,17.22,-1.933,3.0
-5.82,2.625,4960.0,1152.0,27.72,-6.484,4.0
-3.783,1.727,4284.0,328.0,2.107,-9.59,0.0
-3.254,2.236,3996.0,1469.0,5.13,-6.914,1.0
-6.043,2.688,4876.0,1385.0,30.83,-6.043,2.0
-3.32,2.11,3824.0,593.5,2.52,-5.793,3.0
-6.637,1.852,3516.0,1299.0,26.9,-6.684,4.0
-3.936,2.43,4668.0,982.5,6.4,-3.85,0.0
-5.523,2.633,3412.0,1253.0,20.72,-5.016,1.0
-5.586,1.988,4230.0,1014.5,10.65,-2.277,2.0
-3.209,2.889,4590.0,938.5,6.832,-9.016,3.0
-7.89,2.484,3046.0,552.0,32.4,-0.3215,4.0
-7.094,2.125,5988.0,1497.0,29.72,-2.951,0.0
-3.467,2.484,4772.0,735.5,0.954,-3.307,1.0
-5.203,1.96,3880.0,1489.0,17.92,-9.12,2.0
-7.54,1.118,5880.0,537.5,22.5,-5.49,3.0
-3.424,2.934,4404.0,666.5,13.88,-9.35,4.0
-6.23,2.104,5468.0,742.5,24.84,-6.914,0.0
-3.72,2.438,5964.0,1403.0,12.65,-9.0,1.0
-6.145,2.305,4636.0,995.0,25.2,-5.934,2.0
-7.004,2.959,3338.0,1270.0,31.42,-1.592,3.0
-4.824,1.746,5796.0,863.0,8.26,-5.05,4.0
-6.547,2.701,4470.0,360.8,30.19,-5.406,0.0
-4.867,2.922,3962.0,1225.0,27.47,-9.47,1.0
-4.75,1.792,4176.0,868.5,9.88,-7.43,2.0
-3.69,2.84,3842.0,499.0,10.65,-6.836,3.0
-6.73,2.45,5236.0,837.5,31.44,-4.617,4.0
-3.412,2.639,3152.0,539.5,2.514,-4.203,0.0
-6.863,2.54,5044.0,813.0,38.3,-5.527,1.0
-6.05,1.139,4948.0,584.5,7.125,-5.35,2.0
-5.97,2.928,3246.0,1196.0,32.12,-6.395,3.0
-5.13,2.123,5460.0,1161.0,17.48,-7.773,4.0
-6.94,1.258,4616.0,607.5,12.07,-2.607,0.0
-6.97,2.86,5700.0,1436.0,36.7,-2.703,1.0
