name,date,lat,lon,target
US-AR1,2010-07-12,36.4267,-99.42,14.84499
US-AR1,2010-07-13,36.4267,-99.42,16.31513
US-AR1,2010-07-14,36.4267,-99.42,17.93408
US-AR1,2010-07-15,36.4267,-99.42,15.67213
US-AR1,2010-07-16,36.4267,-99.42,13.516290000000001
US-AR1,2010-07-17,36.4267,-99.42,16.776510000000002
US-AR1,2010-07-18,36.4267,-99.42,16.03423
US-AR1,2010-07-19,36.4267,-99.42,16.57029
US-AR1,2010-07-20,36.4267,-99.42,15.28946
US-AR1,2010-07-21,36.4267,-99.42,13.52002
US-AR1,2010-07-22,36.4267,-99.42,13.894459999999999
US-AR1,2010-07-23,36.4267,-99.42,14.31914
US-AR1,2010-07-24,36.4267,-99.42,7.1055399999999995
US-AR1,2010-07-25,36.4267,-99.42,10.67921
US-AR1,2010-07-26,36.4267,-99.42,15.27272
US-AR1,2010-07-27,36.4267,-99.42,15.80797
US-AR1,2010-07-28,36.4267,-99.42,13.477789999999999
US-AR1,2010-07-29,36.4267,-99.42,17.60555
US-AR1,2010-07-30,36.4267,-99.42,20.55198
US-AR1,2010-07-31,36.4267,-99.42,15.950970000000002
US-AR1,2010-08-01,36.4267,-99.42,19.21319
US-AR1,2010-08-02,36.4267,-99.42,19.00727
US-AR1,2010-08-03,36.4267,-99.42,17.810139999999997
US-AR1,2010-08-04,36.4267,-99.42,15.09739
US-AR1,2010-08-05,36.4267,-99.42,11.19631
US-AR1,2010-08-06,36.4267,-99.42,14.788810000000002
US-AR1,2010-08-07,36.4267,-99.42,17.575580000000002
US-AR1,2010-08-08,36.4267,-99.42,17.06681
US-AR1,2010-08-09,36.4267,-99.42,16.04268
US-AR1,2010-08-10,36.4267,-99.42,13.02931
US-AR1,2010-08-11,36.4267,-99.42,10.50328
US-AR1,2010-08-12,36.4267,-99.42,10.15638
US-AR1,2010-08-13,36.4267,-99.42,7.20073
US-AR1,2010-08-14,36.4267,-99.42,6.3222000000000005
US-AR1,2010-08-15,36.4267,-99.42,3.6571800000000003
US-AR1,2010-08-16,36.4267,-99.42,3.4626200000000003
US-AR1,2010-08-17,36.4267,-99.42,7.395709999999999
US-AR1,2010-08-18,36.4267,-99.42,9.51075
US-AR1,2010-08-19,36.4267,-99.42,9.92051
US-AR1,2010-08-20,36.4267,-99.42,8.13891
US-AR1,2010-08-21,36.4267,-99.42,5.94265
US-AR1,2010-08-22,36.4267,-99.42,5.359260000000001
US-AR1,2010-08-23,36.4267,-99.42,5.07073
US-AR1,2010-08-24,36.4267,-99.42,3.59882
US-AR1,2010-08-25,36.4267,-99.42,4.6476
US-AR1,2010-08-26,36.4267,-99.42,5.26115
US-AR1,2010-08-27,36.4267,-99.42,5.34524
US-AR1,2010-08-28,36.4267,-99.42,4.40685
US-AR1,2010-08-29,36.4267,-99.42,4.05008
US-AR1,2010-08-30,36.4267,-99.42,4.7288
US-AR1,2010-08-31,36.4267,-99.42,3.16249
US-AR1,2010-09-01,36.4267,-99.42,2.082587
US-AR1,2010-09-02,36.4267,-99.42,1.335879
