like1,partmin_open,partmin_close,parvpd_open,parvpd_close,pargl_sh,pargl_e_wv,parCl,parrbl_min,parrbl_max,chain
-7.168,12.234,-7.66,554.0,3254.0,0.11993,0.0938,0.007298,83.06,115.3,0.0
-1.453,11.57,-6.465,1155.0,4532.0,0.01859,0.05777,0.00873,72.8,134.2,1.0
-3.184,8.44,-7.035,976.5,5230.0,0.0397,0.1002,0.007698,46.3,22.16,2.0
-3.121,8.336,-7.145,1202.0,1909.0,0.06107,0.02365,0.0125,87.94,34.88,3.0
-6.645,10.22,-7.53,789.0,6268.0,0.1169,0.08093,0.004807,99.0,49.06,4.0
-5.42,8.38,-6.41,381.0,6260.0,0.0869,0.06586,0.00794,28.8,109.56,0.0
-6.03,10.9,-7.52,889.5,3078.0,0.09546,0.11615,0.004234,40.88,78.5,1.0
-4.258,8.59,-6.29,1162.0,2658.0,0.0988,0.01938,0.01014,89.2,82.5,2.0
-3.912,10.13,-7.53,355.8,6500.0,0.0893,0.0232,0.005455,18.38,104.0,3.0
-2.752,10.5,-6.324,637.5,2492.0,0.0356,0.0904,0.01295,22.34,47.28,4.0
-1.349,10.9,-7.137,1268.0,5344.0,0.01797,0.03876,0.00531,83.6,113.75,0.0
-28.81,9.78,-6.957,1268.0,1680.0,0.007465,0.02567,0.00825,50.06,111.06,1.0
-1.845,8.11,-6.703,1371.0,4476.0,0.01047,0.1125,0.001499,83.4,49.47,2.0
-1.768,8.84,-7.82,1255.0,6456.0,0.02397,0.05338,0.00845,99.06,100.44,3.0
-5.867,10.98,-6.754,746.5,4670.0,0.1003,0.0989,0.003098,15.375,128.8,4.0
-3.21,12.44,-6.227,376.0,4086.0,0.0526,0.0639,0.003254,24.47,137.5,0.0
-5.418,8.055,-6.703,1030.0,4670.0,0.1123,0.02777,0.01094,25.28,118.56,1.0
-5.44,10.27,-7.82,337.5,2512.0,0.109,0.03998,0.01232,41.34,93.8,2.0
-6.566,10.4,-6.914,599.5,2960.0,0.098,0.10583,0.00983,38.75,79.56,3.0
-4.668,11.516,-6.207,577.5,5044.0,0.0688,0.07684,0.00796,95.56,22.92,4.0
-5.758,12.26,-7.105,645.0,3486.0,0.09125,0.1115,0.004025,35.3,52.75,0.0
-6.95,8.586,-6.004,1332.0,2866.0,0.1196,0.08374,0.00639,72.5,148.6,1.0
