like1,partmin_open,partmin_close,parvpd_open,parvpd_close,pargl_sh,pargl_e_wv,parCl,parrbl_min,parrbl_max,chain
-1.241,9.29,-6.785,897.5,5548.0,0.01892,0.08026,0.00946,104.3,106.8,0.0
-2.322,11.82,-7.613,579.0,5996.0,0.06476,0.04926,0.003565,55.7,94.75,1.0
-2.73,11.36,-7.973,1478.0,3586.0,0.0625,0.0895,0.006844,32.03,142.9,2.0
-1.321,8.2,-6.625,335.0,3918.0,0.0437,0.00564,0.002495,24.6,65.25,3.0
-4.504,8.07,-6.36,1233.0,4420.0,0.1035,0.11456,0.007492,74.7,136.5,4.0
-3.84,9.65,-6.023,1092.0,3406.0,0.09705,0.04572,0.01134,49.38,67.75,0.0
-1.216,11.4,-7.51,679.5,5548.0,0.01564,0.03964,0.006367,57.6,46.16,1.0
-1.358,10.49,-7.18,351.2,3892.0,0.02487,0.0609,0.01004,34.8,78.25,2.0
-1.988,10.98,-6.38,352.0,2958.0,0.04333,0.11035,0.004623,83.8,60.7,3.0
-1.393,11.61,-6.56,1063.0,4256.0,0.0597,0.005672,0.001735,68.6,26.33,4.0
-1.718,11.23,-6.438,700.0,1942.0,0.014496,0.06143,0.006897,61.06,75.56,0.0
-2.252,12.266,-7.23,587.5,5336.0,0.05215,0.03262,0.01262,45.2,67.7,1.0
-1.223,9.02,-6.176,1398.0,5124.0,0.02501,0.00706,0.00327,74.9,109.8,2.0
-140.6,10.21,-7.15,1096.0,3046.0,0.00753,0.0465,0.00895,39.12,139.1,3.0
-2.215,10.93,-7.598,1265.0,1727.0,0.04224,0.04587,0.006126,101.3,62.2,4.0
-3.008,10.32,-6.766,400.0,3892.0,0.0898,0.09485,0.002558,25.8,46.53,0.0
-2.723,8.33,-7.44,468.5,2404.0,0.0601,0.1001,0.012505,16.94,92.8,1.0
-1.639,8.42,-6.027,1358.0,4190.0,0.03906,0.0184,0.01299,58.94,55.47,2.0
-2.51,11.91,-6.805,1322.0,1929.0,0.06775,0.02966,0.0073,17.92,63.72,3.0
-3.316,11.82,-6.695,336.8,3718.0,0.08765,0.03378,0.01226,80.7,123.9,4.0
-4.36,8.336,-7.02,1031.0,6164.0,0.0988,0.05307,0.01167,78.3,122.2,0.0
-2.023,11.02,-6.367,1190.0,5010.0,0.04678,0.04044,0.00857,70.1,135.2,1.0
-1.547,9.01,-6.797,975.5,3346.0,0.06158,0.006493,0.002893,61.53,95.94,2.0
-1.609,11.64,-6.3,1241.0,2520.0,0.02698,0.0403,0.01209,103.44,109.44,3.0
-1.564,9.82,-7.18,724.0,3790.0,0.03778,0.02933,0.0061,48.3,114.8,4.0
-2.27,9.71,-6.05,1392.0,5748.0,0.0833,0.03278,0.002108,23.08,105.9,0.0
-3.594,9.67,-6.688,882.5,4340.0,0.0958,0.04123,0.007996,17.08,120.7,1.0
-2.123,9.02,-6.445,1123.0,6260.0,0.0489,0.04074,0.007427,73.56,21.34,2.0
-3.049,11.945,-7.008,826.0,4748.0,0.1096,0.05933,0.002235,62.9,56.75,3.0
-3.443,11.305,-7.656,1273.0,1620.0,0.08844,0.0868,0.005875,33.78,115.7,4.0
-1.229,8.91,-7.324,1358.0,3694.0,0.01247,0.05838,0.002964,87.56,88.06,0.0
-2.035,12.27,-7.36,1314.0,4150.0,0.04654,0.081,0.00488,34.56,33.84,1.0
-5.28,11.88,-7.906,367.2,3510.0,0.00958,0.0917,0.00164,60.44,23.05,2.0
