like1,partmin_open,partmin_close,parvpd_open,parvpd_close,pargl_sh,pargl_e_wv,parCl,parrbl_min,parrbl_max,chain
-4.082,11.67,-6.29,1359.0,2694.0,0.0734,0.0897,0.00575,18.2,142.5,0.0
-5.465,12.164,-6.867,680.5,3542.0,0.0927,0.08075,0.00885,29.47,142.4,1.0
-2.053,12.42,-7.93,1123.0,5700.0,0.02913,0.05963,0.00888,72.94,45.88,2.0
-1.486,9.58,-7.61,1086.0,1730.0,0.012436,0.06866,0.00802,21.88,57.94,3.0
-4.688,10.28,-7.91,485.5,4930.0,0.11993,0.11346,0.001406,100.25,104.25,4.0
-5.234,8.94,-7.52,1242.0,3760.0,0.092,0.0826,0.00578,21.77,110.0,0.0
-3.637,9.734,-6.82,478.2,6108.0,0.07654,0.1103,0.001749,93.4,111.8,1.0
-3.672,9.61,-6.96,353.2,2274.0,0.09216,0.04422,0.00546,36.03,32.8,2.0
-6.152,9.65,-7.383,749.5,3750.0,0.1015,0.0761,0.010765,52.25,58.84,3.0
-1.501,10.23,-6.29,759.0,2914.0,0.02293,0.05884,0.01216,97.06,103.3,4.0
-1.551,12.4,-6.4,426.8,2750.0,0.0256,0.0766,0.006004,32.56,143.0,0.0
-53.25,8.3,-7.836,1392.0,2858.0,0.007442,0.0513,0.01082,41.88,52.06,1.0
-4.66,8.42,-7.688,409.2,4224.0,0.0861,0.07056,0.005356,34.2,90.3,2.0
-2.75,9.35,-7.387,1044.0,1692.0,0.0533,0.05743,0.004936,90.7,66.0,3.0
-5.277,10.67,-7.816,1172.0,5716.0,0.09015,0.0951,0.00493,33.06,71.9,4.0
-2.209,9.14,-7.254,1271.0,1691.0,0.0904,0.01718,0.001628,23.64,116.25,0.0
-1.479,12.27,-7.906,1430.0,3356.0,0.019,0.1007,0.01137,45.5,76.44,1.0
-3.684,8.445,-6.336,467.0,4184.0,0.0618,0.03156,0.012184,35.8,75.94,2.0
-4.613,9.15,-7.883,1396.0,6056.0,0.06635,0.1166,0.00994,38.16,107.8,3.0
-5.824,12.266,-7.41,854.0,6290.0,0.1037,0.05078,0.00745,39.88,120.1,4.0
-1.893,12.06,-7.668,991.5,3906.0,0.0278,0.09235,0.006546,42.44,129.9,0.0
-4.55,9.71,-7.945,1052.0,6132.0,0.0718,0.0532,0.00974,81.06,34.9,1.0
-3.125,10.375,-6.684,337.8,2122.0,0.05844,0.06793,0.00965,73.56,42.84,2.0
-1.25,10.94,-7.223,407.2,5464.0,0.012856,0.00636,0.01033,98.6,40.6,3.0
-4.383,8.48,-7.008,451.8,3160.0,0.0914,0.03038,0.0085,22.05,106.1,4.0
-1.251,8.03,-6.883,588.0,4496.0,0.01363,0.02351,0.0085,64.0,97.9,0.0
-4.715,8.22,-7.22,1477.0,4074.0,0.1045,0.03268,0.004295,94.06,121.9,1.0
-6.598,8.08,-6.586,917.0,3658.0,0.11914,0.04822,0.010735,103.56,105.06,2.0
-73.8,11.3,-7.875,459.0,5332.0,0.00734,0.07794,0.01244,49.2,26.66,3.0
-4.023,9.46,-6.85,1006.0,4590.0,0.07745,0.0601,0.003859,31.55,133.8,4.0
-2.102,10.87,-7.38,647.5,4620.0,0.03137,0.0897,0.006317,90.75,149.4,0.0
-4.88,11.01,-6.695,358.8,4104.0,0.0849,0.0758,0.006977,74.8,21.98,1.0
-5.93,10.98,-7.812,810.5,6120.0,0.11426,0.03177,0.007584,53.56,85.7,2.0
-2.457,10.4,-6.562,532.0,1763.0,0.03983,0.0942,0.01213,74.6,142.4,3.0
-6.203,8.36,-6.598,348.5,3962.0,0.1176,0.11847,0.004974,26.45,108.4,4.0
-2.24,10.06,-7.61,984.5,2900.0,0.0353,0.1001,0.00835,86.3,67.4,0.0
-5.453,10.27,-7.67,1099.0,3424.0,0.0933,0.0906,0.007107,15.52,100.5,1.0
-2.568,12.44,-7.797,1259.0,4132.0,0.04816,0.00979,0.00905,16.58,29.7,2.0
-3.297,9.25,-7.824,390.5,1564.0,0.1118,0.04688,0.002136,40.4,139.0,3.0
-4.535,8.375,-7.117,1223.0,4692.0,0.0882,0.1156,0.002579,95.25,149.2,4.0
-2.816,11.58,-7.11,392.8,3904.0,0.06012,0.03915,0.003597,30.4,120.5,0.0
