like1,partmin_open,partmin_close,parvpd_open,parvpd_close,pargl_sh,pargl_e_wv,parCl,parrbl_min,parrbl_max,chain
-2.611,10.46,-6.24,896.5,3312.0,0.0931,0.0403,0.01295,36.66,146.8,0.0
-1.254,9.12,-7.39,542.5,5744.0,0.092,0.037,0.002045,76.44,87.5,1.0
-1.456,8.16,-7.85,527.0,3472.0,0.05008,0.1189,0.0064,58.1,132.0,2.0
-1.405,8.23,-6.977,1350.0,3628.0,0.03638,0.0637,0.00854,20.64,139.9,3.0
-1.036,9.9,-6.8,1214.0,4908.0,0.02823,0.04495,0.003222,81.2,56.8,4.0
-1.352,11.336,-6.625,1059.0,1823.0,0.0548,0.08704,0.00944,97.0,79.2,0.0
-2.377,10.36,-7.383,1201.0,5030.0,0.1022,0.01118,0.005856,31.69,84.06,1.0
-1.094,12.16,-6.56,411.8,2860.0,0.0548,0.06274,0.003412,23.44,47.12,2.0
-2.236,8.64,-6.05,1249.0,3194.0,0.10333,0.0851,0.005943,74.7,83.7,3.0
-8840.0,11.08,-6.79,752.5,1979.0,0.00632,0.0917,0.01092,18.92,122.56,4.0
-1.892,12.1,-6.742,465.5,2866.0,0.0863,0.09686,0.007866,57.75,124.44,0.0
-1.062,9.07,-7.098,1237.0,4330.0,0.04626,0.08405,0.002024,95.7,75.25,1.0
-2.252,10.54,-6.816,1034.0,4330.0,0.0798,0.013374,0.00834,69.25,126.5,2.0
-1.803,11.914,-7.93,822.5,4228.0,0.04642,0.10925,0.01112,81.8,104.0,3.0
-0.781,12.086,-7.766,783.5,4936.0,0.02592,0.06964,0.00151,91.44,102.25,4.0
-1.775,10.586,-7.53,930.5,6452.0,0.01308,0.0924,0.00766,27.1,108.8,0.0
-1.261,9.84,-7.746,1259.0,2986.0,0.03278,0.01364,0.01003,12.88,31.31,1.0
-1.23,8.27,-7.504,847.0,6204.0,0.02199,0.1114,0.01164,96.6,103.8,2.0
-1.734,11.625,-6.973,1430.0,3436.0,0.0831,0.0729,0.003944,11.52,101.44,3.0
-1.496,10.4,-6.94,727.0,4916.0,0.05823,0.05933,0.00392,86.25,50.3,4.0
-1.223,9.06,-6.164,837.5,1884.0,0.05676,0.04858,0.007504,74.3,102.7,0.0
-5.395,12.03,-7.74,669.0,6230.0,0.00961,0.0752,0.00321,74.4,143.8,1.0
-1.211,10.4,-6.164,464.2,4596.0,0.02003,0.08136,0.00997,57.47,38.0,2.0
-3.518,10.32,-6.008,561.5,5348.0,0.1177,0.05887,0.0121,51.97,72.4,3.0
-2.062,9.5,-6.18,1411.0,3468.0,0.0718,0.1021,0.006977,24.36,70.75,4.0
-1.988,11.04,-7.598,852.5,3316.0,0.08105,0.0711,0.007183,34.75,79.5,0.0
-1.605,10.04,-6.61,577.0,2184.0,0.1076,0.07043,0.005337,59.03,58.06,1.0
-0.8354,11.13,-6.727,954.5,2338.0,0.02435,0.08966,0.002459,81.94,57.5,2.0
-1.857,12.15,-6.004,1334.0,1979.0,0.0839,0.02876,0.01284,104.56,144.5,3.0
-1.102,9.03,-6.67,1015.0,1910.0,0.10114,0.008736,0.003195,50.84,36.72,4.0
-2.416,10.53,-6.32,372.0,5720.0,0.01165,0.02698,0.007904,54.53,56.53,0.0
-2.625,11.516,-7.785,507.8,6000.0,0.0752,0.07526,0.010635,59.34,21.7,1.0
-1.685,8.17,-6.56,1249.0,2050.0,0.084,0.0675,0.00688,50.38,113.75,2.0
-2.934,10.055,-6.45,481.2,5644.0,0.0925,0.10645,0.01003,43.88,47.9,3.0
-2.027,8.22,-7.21,367.8,4508.0,0.1111,0.1139,0.003944,99.06,118.2,4.0
-2.086,8.87,-7.062,604.5,5890.0,0.11487,0.0849,0.003525,91.94,119.2,0.0
-1.355,8.11,-7.04,428.0,4424.0,0.07806,0.1058,0.00236,76.0,74.7,1.0
-1.118,8.98,-7.07,458.2,3920.0,0.0478,0.11554,0.002857,85.56,96.8,2.0
-48.03,9.55,-7.203,1156.0,4852.0,0.00847,0.062,0.00964,17.14,55.78,3.0
-2.004,11.266,-7.508,1465.0,5980.0,0.1,0.006413,0.00387,53.88,54.8,4.0
-2.738,10.1,-7.46,527.5,6424.0,0.1006,0.11865,0.0066,24.58,77.8,0.0
-2.426,11.12,-7.336,778.5,6060.0,0.07874,0.08295,0.00739,54.03,69.3,1.0
-1.324,10.36,-7.156,1421.0,2778.0,0.0411,0.0799,0.00672,64.56,43.2,2.0
-1.088,8.875,-6.516,443.8,2015.0,0.03653,0.07825,0.010506,19.58,114.2,3.0
-0.9,11.54,-6.77,1131.0,5430.0,0.02281,0.0575,0.001788,41.4,38.28,4.0
-1.5,9.516,-6.004,1087.0,3048.0,0.07263,0.05573,0.00445,38.22,88.2,0.0
-1.549,11.11,-6.523,423.8,1585.0,0.11993,0.01807,0.01223,104.06,43.88,1.0
-2.178,9.03,-7.523,1365.0,2266.0,0.11865,0.0658,0.006927,94.94,101.06,2.0
-1.947,8.06,-7.02,456.2,3724.0,0.07654,0.01101,0.00857,71.6,25.42,3.0
-2.184,8.555,-7.855,587.0,6224.0,0.09845,0.0165,0.00516,52.34,116.1,4.0
-2.037,10.57,-6.254,377.2,6100.0,0.06726,0.08484,0.006374,79.2,132.5,0.0
-1.524,11.984,-6.266,577.0,2112.0,0.08234,0.06433,0.007442,66.1,48.44,1.0
-2.195,9.586,-7.4,1150.0,5756.0,0.1069,0.1152,0.003529,18.89,64.25,2.0
-1.964,8.91,-6.43,866.0,4764.0,0.0655,0.01422,0.007618,100.75,112.25,3.0
-1.392,11.96,-7.566,543.0,4172.0,0.0999,0.1066,0.001943,61.75,105.4,4.0
-1.69,11.445,-7.535,1437.0,1492.0,0.0823,0.0786,0.00824,42.1,45.22,0.0
-0.8867,10.266,-6.254,1243.0,5510.0,0.0196,0.1052,0.002018,64.94,60.06,1.0
-3.268,9.58,-6.24,1486.0,4900.0,0.0993,0.01807,0.01286,27.78,56.22,2.0
-73.4,12.08,-7.184,440.5,6016.0,0.00771,0.06137,0.003391,91.56,146.0,3.0
-1.76,9.01,-7.582,663.0,4100.0,0.11035,0.05927,0.003563,79.2,131.0,4.0
-2.219,11.82,-6.97,1216.0,5132.0,0.05524,0.111,0.0124,13.61,132.1,0.0
-2.037,10.1,-6.797,740.5,5364.0,0.0772,0.0353,0.005787,75.4,58.53,1.0
-1.279,8.766,-6.66,500.5,1806.0,0.01527,0.04147,0.002651,41.94,25.19,2.0
-1.173,10.07,-6.484,1242.0,1674.0,0.05222,0.0909,0.004395,100.25,106.8,3.0
-1.2,8.195,-7.01,821.5,5256.0,0.0782,0.01464,0.002316,31.78,149.2,4.0
-2.805,8.35,-7.332,1378.0,5964.0,0.0799,0.0347,0.011475,44.1,119.2,0.0
-1.617,11.805,-6.62,1462.0,3744.0,0.04883,0.11,0.005905,53.28,41.38,1.0
-2.947,10.98,-7.332,704.5,5060.0,0.0966,0.05466,0.01066,41.16,96.9,2.0
-2.816,12.16,-6.54,1277.0,4544.0,0.11316,0.10876,0.006416,103.9,147.1,3.0
-2.16,11.664,-6.348,779.5,2586.0,0.1123,0.0467,0.00924,58.8,145.8,4.0
-3.174,10.17,-7.668,1329.0,5520.0,0.10394,0.09753,0.00885,99.6,50.75,0.0
-1.168,9.87,-7.12,1317.0,6400.0,0.01743,0.05316,0.006493,74.2,56.25,1.0
-1.224,9.41,-7.223,892.5,4910.0,0.02704,0.00813,0.0082,75.7,54.38,2.0
-1.867,11.33,-7.133,1099.0,4684.0,0.05478,0.0767,0.007423,78.75,112.8,3.0
-1.162,10.305,-7.848,1430.0,1584.0,0.02888,0.04166,0.00964,89.0,22.88,4.0
-1.276,8.57,-6.746,358.0,5576.0,0.02443,0.0667,0.008575,78.0,24.17,0.0
-2.836,10.05,-6.555,331.2,4864.0,0.1038,0.0419,0.00973,18.56,145.2,1.0
-1.579,11.15,-6.395,341.5,6308.0,0.10974,0.05365,0.002468,46.75,72.75,2.0
-2.44,8.164,-6.598,1424.0,4908.0,0.10175,0.10864,0.004658,37.22,29.14,3.0
-1.369,12.28,-6.684,943.5,5364.0,0.02786,0.0435,0.01191,76.25,83.06,4.0
-1.941,9.31,-6.08,1237.0,5988.0,0.0643,0.06696,0.00528,31.47,61.2,0.0
-1.051,10.414,-6.273,1405.0,4172.0,0.02495,0.03302,0.0042,79.2,48.56,1.0
-2.99,9.87,-7.258,1240.0,4420.0,0.0923,0.064,0.011734,48.72,127.0,2.0
-2.137,11.74,-6.918,1493.0,6050.0,0.05664,0.0805,0.00868,69.2,59.56,3.0
-0.895,8.2,-6.863,372.2,2300.0,0.0849,0.010445,0.002726,16.25,116.56,4.0
-1.4,12.18,-7.945,653.0,2136.0,0.1144,0.07635,0.002796,19.25,45.8,0.0
-1.011,8.164,-6.49,509.5,6252.0,0.03354,0.01366,0.002832,62.7,45.47,1.0
-1.331,9.484,-7.39,1025.0,5096.0,0.02843,0.0766,0.00864,18.86,88.3,2.0
-1.284,8.63,-7.41,385.5,6144.0,0.02292,0.04703,0.00944,24.56,134.0,3.0
-0.959,11.266,-6.8,431.5,1873.0,0.01997,0.03072,0.01003,30.47,73.9,4.0
-1.431,11.195,-6.164,1358.0,4180.0,0.04053,0.01804,0.006824,84.94,101.94,0.0
-2.748,8.78,-7.754,1242.0,3842.0,0.08765,0.11804,0.010506,15.26,135.5,1.0
-2.52,12.28,-6.047,1212.0,5748.0,0.0866,0.0158,0.00778,29.73,140.4,2.0
-23.45,8.086,-7.125,1207.0,6410.0,0.00865,0.07916,0.012794,22.5,138.8,3.0
-1.235,8.164,-6.92,514.5,2508.0,0.04037,0.0508,0.01089,10.984,85.7,4.0
-3.328,11.56,-6.992,1390.0,5836.0,0.111,0.03192,0.00973,31.86,22.42,0.0
-1.14,9.85,-7.89,1477.0,4240.0,0.02339,0.00509,0.009056,24.16,103.4,1.0
-0.9106,10.555,-6.332,995.5,4172.0,0.02621,0.064,0.002817,15.68,120.75,2.0
-1.843,8.12,-7.062,1475.0,1783.0,0.0835,0.05658,0.010574,48.44,80.0,3.0
-1.523,8.64,-6.645,1330.0,1749.0,0.0767,0.0967,0.005108,88.0,55.94,4.0
