like1,partmin_open,partmin_close,parvpd_open,parvpd_close,pargl_sh,pargl_e_wv,parCl,parrbl_min,parrbl_max,chain
-0.6406,8.16,-7.992,1117.0,4220.0,0.111,0.0835,0.009415,23.67,112.7,0.0
-0.8096,12.11,-7.89,790.5,2060.0,0.02628,0.04526,0.00917,62.16,138.1,1.0
-0.5767,10.2,-7.4,1137.0,5172.0,0.03897,0.01663,0.01021,98.25,54.62,2.0
-0.5737,11.4,-6.047,558.0,3878.0,0.09564,0.01636,0.00954,60.8,111.94,3.0
-0.8096,12.09,-7.02,1446.0,1884.0,0.03796,0.09863,0.00788,51.06,78.4,4.0
-0.857,8.17,-6.684,1237.0,2190.0,0.0251,0.0924,0.0024,19.4,56.75,0.0
-26.22,10.01,-6.19,1093.0,4066.0,0.00836,0.1144,0.00756,33.38,73.44,1.0
-0.571,11.484,-7.336,341.0,3666.0,0.0863,0.02531,0.01088,78.3,21.25,2.0
-0.735,8.8,-7.98,740.0,2844.0,0.0988,0.06683,0.003956,27.52,20.11,3.0
-0.882,9.76,-7.715,966.0,1689.0,0.06915,0.0995,0.010735,21.75,113.3,4.0
-0.612,9.234,-6.55,1226.0,3416.0,0.1005,0.011536,0.004597,86.6,48.72,0.0
-0.6426,9.164,-6.586,520.5,6224.0,0.0731,0.04913,0.003763,16.62,111.06,1.0
-0.6294,11.88,-6.777,508.2,5790.0,0.05875,0.00597,0.004307,28.06,64.2,2.0
-0.6636,8.83,-6.527,732.5,4300.0,0.0178,0.1072,0.00397,93.8,136.8,3.0
-1.007,10.07,-6.336,631.0,2730.0,0.02367,0.05518,0.01164,103.8,22.56,4.0
-0.745,11.72,-6.953,418.2,2524.0,0.10333,0.05612,0.006092,77.94,130.5,0.0
-0.8833,12.41,-6.906,881.0,3748.0,0.01782,0.0863,0.00986,28.4,46.06,1.0
-0.593,11.234,-7.113,466.0,4600.0,0.08563,0.0295,0.01033,51.8,118.94,2.0
-0.593,9.336,-7.098,1023.0,3000.0,0.05945,0.0176,0.00815,91.8,34.8,3.0
-0.638,10.74,-7.848,1419.0,4730.0,0.0989,0.0522,0.003225,82.25,30.16,4.0
-0.7656,8.31,-7.105,723.0,2016.0,0.1037,0.10974,0.01264,46.56,48.66,0.0
-0.576,9.38,-6.523,532.0,5084.0,0.03784,0.0984,0.012276,56.28,58.66,1.0
-0.5654,11.56,-6.266,742.0,4892.0,0.0546,0.1109,0.00975,104.8,42.7,2.0
-0.8843,9.664,-6.39,431.0,4724.0,0.0879,0.02681,0.001479,89.1,118.6,3.0
-0.634,10.69,-6.58,433.2,5136.0,0.0744,0.11163,0.01299,28.75,84.25,4.0
-2.293,11.086,-7.777,1356.0,3632.0,0.010475,0.1189,0.007713,88.7,117.56,0.0
-0.7627,11.87,-7.168,466.5,2372.0,0.02452,0.05444,0.007584,38.16,131.6,1.0
-1.696,8.73,-7.293,343.8,2436.0,0.01114,0.0877,0.006596,76.5,115.4,2.0
-0.8,11.06,-7.48,1332.0,4640.0,0.02643,0.03772,0.001615,87.06,118.25,3.0
-0.59,9.54,-7.26,1480.0,6270.0,0.0793,0.11816,0.00679,47.94,87.6,4.0
-0.6216,11.08,-7.78,1371.0,2722.0,0.08765,0.11035,0.00934,81.2,141.4,0.0
-0.754,9.21,-7.543,1187.0,6010.0,0.0857,0.10583,0.002117,38.1,122.4,1.0
-0.6045,10.17,-6.33,1362.0,3082.0,0.07513,0.02551,0.01128,77.94,108.8,2.0
-0.908,9.99,-6.47,1348.0,1752.0,0.09216,0.11615,0.003567,20.48,65.06,3.0
-0.588,8.695,-7.367,650.0,6456.0,0.0544,0.0798,0.0058,44.16,88.2,4.0
-1.298,8.44,-6.906,1419.0,4508.0,0.01365,0.05087,0.00818,93.9,52.88,0.0
-0.613,8.94,-7.44,1068.0,4390.0,0.03485,0.02307,0.005955,54.75,111.4,1.0
-0.5854,10.42,-7.04,1370.0,4856.0,0.03378,0.06683,0.00791,41.6,100.7,2.0
-0.976,11.74,-7.863,805.0,1462.0,0.0981,0.02583,0.007305,36.0,148.9,3.0
-0.688,11.234,-7.48,603.0,3084.0,0.02223,0.05093,0.01187,14.54,114.06,4.0
-1.303,9.336,-6.934,430.5,2394.0,0.012886,0.1186,0.010345,72.7,53.62,0.0
-0.5996,11.1,-7.32,361.5,5804.0,0.0964,0.03418,0.0086,73.8,78.7,1.0
-0.743,8.81,-7.594,1292.0,4022.0,0.05307,0.09045,0.002424,14.96,79.7,2.0
-0.624,11.1,-6.18,363.0,5216.0,0.03195,0.03372,0.006115,88.56,123.9,3.0
-0.8945,8.586,-6.477,438.8,1859.0,0.02588,0.098,0.00873,37.84,45.8,4.0
-0.7954,9.516,-6.69,1337.0,4804.0,0.05515,0.0809,0.001734,20.19,64.44,0.0
-0.7783,11.0,-6.52,373.0,5812.0,0.02344,0.06635,0.00929,80.06,26.25,1.0
-0.607,11.94,-7.79,1437.0,4456.0,0.0824,0.1127,0.00876,79.7,115.44,2.0
-0.834,8.95,-7.57,1405.0,6264.0,0.0998,0.00803,0.01265,36.34,61.22,3.0
-0.6313,8.914,-7.938,716.0,3146.0,0.03662,0.0884,0.00835,45.75,41.1,4.0
-0.5967,10.07,-7.668,685.5,5696.0,0.0845,0.07837,0.00863,12.81,114.25,0.0
-0.5703,9.14,-6.434,1264.0,6276.0,0.0684,0.02245,0.006336,82.7,41.9,1.0
-0.6514,8.375,-7.637,1189.0,2784.0,0.0693,0.06006,0.005516,98.56,59.97,2.0
-0.5933,8.484,-7.297,951.5,3472.0,0.06146,0.09717,0.006313,85.44,84.6,3.0
-0.8433,8.23,-6.953,740.5,4308.0,0.04935,0.0164,0.001639,55.16,73.9,4.0
-0.586,10.83,-7.79,575.5,5756.0,0.08057,0.05585,0.00881,48.53,41.28,0.0
-0.5703,10.555,-7.547,894.0,4696.0,0.04932,0.0223,0.00858,38.34,109.94,1.0
-0.627,8.82,-7.12,979.0,3100.0,0.01974,0.11346,0.01075,47.72,130.1,2.0
-1.004,11.84,-6.543,1078.0,1460.0,0.06647,0.05307,0.003336,85.75,99.75,3.0
-0.5884,11.12,-6.375,1249.0,3612.0,0.10144,0.0394,0.00514,92.5,63.16,4.0
-0.852,10.07,-6.234,720.0,2048.0,0.0357,0.0789,0.005642,74.56,63.03,0.0
-0.713,9.44,-6.113,1073.0,5570.0,0.01329,0.0803,0.004944,100.25,138.6,1.0
-0.9614,11.39,-7.1,1273.0,1717.0,0.0715,0.0822,0.002607,80.2,93.9,2.0
-0.6025,11.68,-6.613,1127.0,6044.0,0.0583,0.0465,0.01038,25.42,115.3,3.0
-0.6035,11.25,-7.836,741.0,3920.0,0.07,0.1103,0.005714,76.8,144.2,4.0
-0.981,8.65,-6.5,1115.0,1515.0,0.08307,0.09705,0.003414,76.3,54.03,0.0
-0.8623,12.15,-6.863,595.0,2470.0,0.06186,0.10736,0.003223,86.75,81.0,1.0
-0.698,9.01,-6.52,746.5,6000.0,0.03168,0.0972,0.003069,22.17,149.0,2.0
-0.868,9.29,-6.33,1476.0,3184.0,0.01343,0.1147,0.00709,28.22,104.0,3.0
-0.5615,8.22,-6.16,1320.0,4304.0,0.0628,0.1153,0.007133,59.75,63.97,4.0
-2.354,11.75,-7.46,387.0,3164.0,0.01168,0.10693,0.005188,90.9,21.89,0.0
-0.5703,8.96,-7.7,368.2,4596.0,0.05966,0.1168,0.01025,42.47,28.64,1.0
-0.568,10.79,-7.79,1439.0,3520.0,0.0746,0.01604,0.00619,76.3,27.05,2.0
-0.6587,9.82,-7.5,1261.0,2464.0,0.1065,0.1103,0.00774,91.5,58.8,3.0
-0.586,11.305,-7.16,1390.0,3106.0,0.0869,0.0726,0.00692,84.6,83.06,4.0
-0.864,9.484,-6.016,801.0,2592.0,0.02824,0.0995,0.003029,34.28,30.12,0.0
-0.998,8.99,-7.586,1302.0,2934.0,0.012115,0.05267,0.004185,56.22,125.5,1.0
-0.679,8.49,-7.33,1226.0,4310.0,0.0831,0.0912,0.01239,34.75,28.89,2.0
-0.896,8.63,-7.645,1444.0,1983.0,0.03476,0.0614,0.0025,74.06,133.1,3.0
-1.039,8.12,-7.01,1208.0,1460.0,0.0821,0.037,0.001471,59.2,70.6,4.0
-0.568,11.97,-6.71,1310.0,3820.0,0.05133,0.04694,0.01117,83.9,78.7,0.0
-53.7,10.664,-7.77,707.5,1541.0,0.007675,0.03842,0.00964,68.7,90.06,1.0
-0.7915,11.91,-6.61,1409.0,5696.0,0.0925,0.07355,0.01292,100.94,57.66,2.0
-0.712,9.414,-7.234,445.8,2882.0,0.02399,0.067,0.00674,45.72,64.56,3.0
-0.777,10.805,-7.105,814.0,2228.0,0.0404,0.0826,0.008286,87.3,33.7,4.0
-0.7524,9.74,-7.574,976.5,5332.0,0.1057,0.05136,0.0118,71.6,28.94,0.0
-3.22,10.305,-7.598,620.0,3566.0,0.010475,0.11664,0.004246,38.78,139.4,1.0
-7.49,10.46,-7.723,548.0,3312.0,0.009544,0.04956,0.01059,28.19,116.7,2.0
-0.587,10.945,-6.31,1194.0,4270.0,0.03488,0.02036,0.007935,25.58,106.56,3.0
-0.772,10.914,-7.773,775.0,4292.0,0.03023,0.11505,0.002298,45.12,122.1,4.0
-0.9126,9.484,-7.465,1006.0,2948.0,0.0672,0.1132,0.001445,11.47,103.06,0.0
-0.787,8.33,-7.11,1397.0,4082.0,0.04846,0.1122,0.001803,100.25,25.17,1.0
-2.959,11.9,-7.465,1407.0,2742.0,0.01084,0.0981,0.01097,24.88,95.75,2.0
-0.607,9.86,-6.504,483.8,5748.0,0.10034,0.0414,0.00847,67.25,136.5,3.0
-0.8022,11.08,-7.945,1407.0,3916.0,0.1089,0.04578,0.00186,81.06,147.2,4.0
-0.5835,11.52,-7.184,824.0,6460.0,0.03998,0.0362,0.00821,63.38,113.8,0.0
-0.7734,9.79,-6.38,1214.0,1970.0,0.05225,0.01119,0.01221,12.55,86.4,1.0
-0.9263,10.086,-7.527,773.0,2346.0,0.0444,0.0899,0.001869,43.78,58.5,2.0
-0.5664,11.01,-7.87,970.0,3548.0,0.05988,0.07684,0.01233,48.03,61.56,3.0
-0.7417,10.625,-6.535,887.5,3262.0,0.02223,0.05878,0.0031,91.4,77.44,4.0
